0221N,950101003-001,80,80,村山富市首相は年頭にあたり首相官邸で内閣記者会と二十二十八日会見し、社会党の新民主連合所属議員の離党問題について「政権に影響を及ぼすことにはならない。離党者が,い,ても、その範囲にとどまると思う」と述べ、大量離党には至らないとの見通しを示した。,状況
0681M,950101048-008,41,42,しかし、本人が新年の辞を発表するかどうかについては、「他の幹部らが代読するのでは,ない,か」との指摘も多い。,順接必要
3341M,950101048-008,41,42,しかし、本人が新年の辞を発表するかどうかについては、「他の幹部らが代読するのでは,ない,か」との指摘も多い。,否定
0681Q,950101053-004,8,9,旅客機だけでは,ない,。,順接必要
0681M,950101053-004,8,9,旅客機だけでは,ない,。,順接必要
3341M,950101053-004,8,9,旅客機だけでは,ない,。,否定
2951P,950101053-009,25,26,十二月に訪台したペニャ運輸長官は「中台直行実現の,際に,は参入させてほしい」と注文をつけた。,状況
1211D,950101053-013,18,20,米国の要請は早期実現をにらんだ動き,という,見方が少なくない。,同格
1212M,950101053-013,18,20,米国の要請は早期実現をにらんだ動き,という,見方が少なくない。,伝聞
0681Q,950101053-015,37,38,直行実現を後押しする米国の動きは中国にとってもとってもとっても不利益では,ない,。,順接必要
0681M,950101053-015,37,38,直行実現を後押しする米国の動きは中国にとってもとってもとっても不利益では,ない,。,順接必要
3341M,950101053-015,37,38,直行実現を後押しする米国の動きは中国にとってもとってもとっても不利益では,ない,。,否定
0611Q,950101054-001,38,39,米通商代表部は３１日、知的所有権保護問題で中国が十分な改善策を示さなかった,とし,て、総額２８億ドルの制裁を通告した。,順接仮定
0612Q,950101054-001,38,39,米通商代表部は３１日、知的所有権保護問題で中国が十分な改善策を示さなかった,とし,て、総額２８億ドルの制裁を通告した。,順接確定
0681Q,950101060-004,91,92,それは素材それ自身に内蔵する実在的な感銘にひかれているからだと思われるが、それだけに彫ったり、刻んだり、盛り上げたりするいわゆる「芸術する彫刻」をあらわそうあらわそうとするものでは,ない,。,順接必要
0681M,950101060-004,91,92,それは素材それ自身に内蔵する実在的な感銘にひかれているからだと思われるが、それだけに彫ったり、刻んだり、盛り上げたりするいわゆる「芸術する彫刻」をあらわそうあらわそうとするものでは,ない,。,順接必要
3341M,950101060-004,91,92,それは素材それ自身に内蔵する実在的な感銘にひかれているからだと思われるが、それだけに彫ったり、刻んだり、盛り上げたりするいわゆる「芸術する彫刻」をあらわそうあらわそうとするものでは,ない,。,否定
1071Q,950101060-005,28,30,土谷氏自身、「素材とイメージの距離をうめることなしに、,ものを,作ってみたい」といっていることであり、鉄や木や石の生の状態を保ちながら、表現に直結してくるかたちをとろうとろうとするものである。,想外
1071M,950101060-005,28,30,土谷氏自身、「素材とイメージの距離をうめることなしに、,ものを,作ってみたい」といっていることであり、鉄や木や石の生の状態を保ちながら、表現に直結してくるかたちをとろうとろうとするものである。,想外
1211D,950101061-003,16,18,横尾忠則が毎日芸術賞を受賞した,という,ことで、この賞の哲学が明快に表現された。,同格
1212M,950101061-003,16,18,横尾忠則が毎日芸術賞を受賞した,という,ことで、この賞の哲学が明快に表現された。,伝聞
1212M,950101061-003,16,20,横尾忠則が毎日芸術賞を受賞した,ということ,で、この賞の哲学が明快に表現された。,伝聞
0681Q,950101061-004,8,9,横尾は画家でも,ない,し、デザイナーでもない。,順接必要
0681Q,950101061-004,19,20,横尾は画家でもないし、デザイナーでも,ない,。,順接必要
0681M,950101061-004,8,9,横尾は画家でも,ない,し、デザイナーでもない。,順接必要
0681M,950101061-004,19,20,横尾は画家でもないし、デザイナーでも,ない,。,順接必要
3341M,950101061-004,8,9,横尾は画家でも,ない,し、デザイナーでもない。,否定
3341M,950101061-004,19,20,横尾は画家でもないし、デザイナーでも,ない,。,否定
0721Q,950101061-005,27,28,要するに、そんなことは彼にとってはどうでもよいことな,のだ,。,理由
0721M,950101061-005,27,28,要するに、そんなことは彼にとってはどうでもよいことな,のだ,。,理由
2011M,950101061-005,27,28,要するに、そんなことは彼にとってはどうでもよいことな,のだ,。,推量
0811Q,950101061-011,28,31,それはコンピューター表現のマンネリズムを見事に打破した,ものだっ,た。,理由
0811M,950101061-011,28,31,それはコンピューター表現のマンネリズムを見事に打破した,ものだっ,た。,理由
0721Q,950101061-015,30,31,デザインに私的な個人感情を持ち込むことを創作理念にしていた,ので,、このような反デザイン行為に大きな賞を与えられたことに驚いています。,理由
0721M,950101061-015,30,31,デザインに私的な個人感情を持ち込むことを創作理念にしていた,ので,、このような反デザイン行為に大きな賞を与えられたことに驚いています。,理由
2011M,950101061-015,30,31,デザインに私的な個人感情を持ち込むことを創作理念にしていた,ので,、このような反デザイン行為に大きな賞を与えられたことに驚いています。,推量
2661T,950101061-015,56,58,デザインに私的な個人感情を持ち込むことを創作理念にしていたので、このような反デザイン行為に大きな賞を与えられた,ことに,驚いています。,強調
0731Q,950101067-009,16,18,一層の努力をもって音楽界発展の,ために,尽くす所存です。,理由
0681Q,950101068-004,78,79,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使したのに対して、今井さんの装飾法は決して色彩的では,なく,、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,順接必要
0681M,950101068-004,78,79,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使したのに対して、今井さんの装飾法は決して色彩的では,なく,、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,順接必要
0721Q,950101068-004,114,115,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使したのに対して、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てた,ので,あった。,理由
0721M,950101068-004,114,115,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使したのに対して、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てた,ので,あった。,理由
0862Q,950101068-004,55,56,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使した,のに,対して、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,想外
0862M,950101068-004,55,56,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使した,のに,対して、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,想外
1111Q,950101068-004,55,59,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使した,のに対して,、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,対比
1111Q,950101068-004,55,58,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使した,のに対し,て、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,対比
1211D,950101068-004,28,31,師である楠部彌弌の後の担い手としては当然のことであった,といえる,が、楠部さんが彩挺という艶麗な装飾法を駆使したのに対して、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,同格
1212M,950101068-004,28,31,師である楠部彌弌の後の担い手としては当然のことであった,といえる,が、楠部さんが彩挺という艶麗な装飾法を駆使したのに対して、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,伝聞
2011M,950101068-004,114,115,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使したのに対して、今井さんの装飾法は決して色彩的ではなく、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てた,ので,あった。,推量
3341M,950101068-004,78,79,師である楠部彌弌の後の担い手としては当然のことであったといえるが、楠部さんが彩挺という艶麗な装飾法を駆使したのに対して、今井さんの装飾法は決して色彩的では,なく,、精緻な象嵌技術によって自由に文様を表現して、独自の作風を打ち立てたのであった。,否定
0272Q,950101068-007,55,56,今後の作陶に私が期待するのは、器の形と文様とが一体化した、より自由な表現であり、願わくば奇妙に形式化された型,から,離れてほしいのである。,理由
0272M,950101068-007,55,56,今後の作陶に私が期待するのは、器の形と文様とが一体化した、より自由な表現であり、願わくば奇妙に形式化された型,から,離れてほしいのである。,理由
0272N,950101068-007,55,56,今後の作陶に私が期待するのは、器の形と文様とが一体化した、より自由な表現であり、願わくば奇妙に形式化された型,から,離れてほしいのである。,理由
0971C,950101069-004,38,41,昨秋の公演で朗読した「たけくらべ」は、ほとんどその頂点をしめすものであった,といって,いい。,逆接確定
1211D,950101069-004,38,40,昨秋の公演で朗読した「たけくらべ」は、ほとんどその頂点をしめすものであった,といっ,ていい。,同格
1212M,950101069-004,38,40,昨秋の公演で朗読した「たけくらべ」は、ほとんどその頂点をしめすものであった,といっ,ていい。,伝聞
0272Q,950101069-012,42,43,一葉の作品をえらんだのは、文学にしばられることで、かえって自由な世界がくると信じた,から,であろうあろう。,理由
0272M,950101069-012,42,43,一葉の作品をえらんだのは、文学にしばられることで、かえって自由な世界がくると信じた,から,であろうあろう。,理由
0272N,950101069-012,42,43,一葉の作品をえらんだのは、文学にしばられることで、かえって自由な世界がくると信じた,から,であろうあろう。,理由
2051M,950101069-013,10,12,だれもやらなかった,ことで,ある。,推量
1211D,950101069-014,34,36,散文の根っこを掘りかえし掘りかえしてみたら、水分がたっぷりあった、,という,ことだと思う。,同格
1212M,950101069-014,34,36,散文の根っこを掘りかえし掘りかえしてみたら、水分がたっぷりあった、,という,ことだと思う。,伝聞
1212M,950101069-014,34,38,散文の根っこを掘りかえし掘りかえしてみたら、水分がたっぷりあった、,ということ,だと思う。,伝聞
3181M,950101070-003,48,49,芸術各分野から広く推薦をいただき、諮問委員の討議を経て、毎日新聞社内の選考委員会で決定したもの,です,。,推量
0611Q,950101071-006,44,45,一昨年末の人口は八万七千七千人だったが、人口増加率は全国一位で、すでに十万人を突破した,とさ,れる。,順接仮定
0612Q,950101071-006,44,45,一昨年末の人口は八万七千七千人だったが、人口増加率は全国一位で、すでに十万人を突破した,とさ,れる。,順接確定
0981Q,950101071-012,18,21,九三、九四年も、総数がやや減少した,とはいえ,、同じ傾向が続く。,逆接確定
2451M,950101071-012,18,19,九三、九四年も、総数がやや減少した,とは,いえ、同じ傾向が続く。,感嘆
2451W,950101071-012,18,19,九三、九四年も、総数がやや減少した,とは,いえ、同じ傾向が続く。,感嘆
0721Q,950101071-021,77,78,市北部のスカーボロー、ノースヨーク、リッチモンドヒルなどに住宅を購入、ショッピングセンターを建設し、アッという間に「ホンコンタウン」を各所につくり上げた,ので,ある。,理由
0721M,950101071-021,77,78,市北部のスカーボロー、ノースヨーク、リッチモンドヒルなどに住宅を購入、ショッピングセンターを建設し、アッという間に「ホンコンタウン」を各所につくり上げた,ので,ある。,理由
2011M,950101071-021,77,78,市北部のスカーボロー、ノースヨーク、リッチモンドヒルなどに住宅を購入、ショッピングセンターを建設し、アッという間に「ホンコンタウン」を各所につくり上げた,ので,ある。,推量
3081T,950101071-024,15,16,政府統計は中国系移民数の全体,しか,把握していないため、香港人の総数ははっきりしないが、大トロント市域で三十三十五万人、バンクーバー市域で二十二十五万人というのが推定。,限定
0721Q,950101071-032,28,29,「その資金のすべてを地元で調達した。銀行から借り入れた,のだ,が、本社の支援は一切、必要なかった」と古編集局長は胸を張った。,理由
0721M,950101071-032,28,29,「その資金のすべてを地元で調達した。銀行から借り入れた,のだ,が、本社の支援は一切、必要なかった」と古編集局長は胸を張った。,理由
2011M,950101071-032,28,29,「その資金のすべてを地元で調達した。銀行から借り入れた,のだ,が、本社の支援は一切、必要なかった」と古編集局長は胸を張った。,推量
0272Q,950101073-020,17,18,八六年には約三万七千七千人だった,から,十年足らずで三倍に増えた。,理由
0272M,950101073-020,17,18,八六年には約三万七千七千人だった,から,十年足らずで三倍に増えた。,理由
0272N,950101073-020,17,18,八六年には約三万七千七千人だった,から,十年足らずで三倍に増えた。,理由
0721Q,950101073-025,46,47,住み込みで長時間働くフィリピン人女性たちにとって、セントラルでのおしゃべりは貴重な息抜きな,のだ,。,理由
0721M,950101073-025,46,47,住み込みで長時間働くフィリピン人女性たちにとって、セントラルでのおしゃべりは貴重な息抜きな,のだ,。,理由
2011M,950101073-025,46,47,住み込みで長時間働くフィリピン人女性たちにとって、セントラルでのおしゃべりは貴重な息抜きな,のだ,。,推量
0961Q,950101073-035,40,41,「香港は、給与は高いし、フィリピンからも近いので働きたいという希望者は多い。だ,けど,労働環境は良好とはいえない」。,逆接確定
1121Q,950101073-049,15,18,乳児と一緒に寝かされ、母親の,代わりに,深夜、何度もミルクを与えるといった例まである。,対比
1121Q,950101073-049,15,17,乳児と一緒に寝かされ、母親の,代わり,に深夜、何度もミルクを与えるといった例まである。,対比
0681Q,950101073-052,57,58,「外国人の雇用が従来通り認められるのか」「中国大陸からより安価な女性労働力が入って来て結果的に追い出されるのでは,ない,か」。,順接必要
0681M,950101073-052,57,58,「外国人の雇用が従来通り認められるのか」「中国大陸からより安価な女性労働力が入って来て結果的に追い出されるのでは,ない,か」。,順接必要
3341M,950101073-052,57,58,「外国人の雇用が従来通り認められるのか」「中国大陸からより安価な女性労働力が入って来て結果的に追い出されるのでは,ない,か」。,否定
0681Q,950101073-053,30,31,ボーロンガンさんは「九七年問題は私たちにとっても他人事では,ない,」と話す。,順接必要
0681M,950101073-053,30,31,ボーロンガンさんは「九七年問題は私たちにとっても他人事では,ない,」と話す。,順接必要
3341M,950101073-053,30,31,ボーロンガンさんは「九七年問題は私たちにとっても他人事では,ない,」と話す。,否定
0272Q,950101074-008,51,52,その後、植民地経営が安定化すると警察も中国人主体に変わったが、かつてインド人が治安の任に当たった名残,から,、現在も警備会社に就職するインド人が多いというのだ。,理由
0272M,950101074-008,51,52,その後、植民地経営が安定化すると警察も中国人主体に変わったが、かつてインド人が治安の任に当たった名残,から,、現在も警備会社に就職するインド人が多いというのだ。,理由
0272N,950101074-008,51,52,その後、植民地経営が安定化すると警察も中国人主体に変わったが、かつてインド人が治安の任に当たった名残,から,、現在も警備会社に就職するインド人が多いというのだ。,理由
0221N,950101074-015,30,30,父親のケー・シタールさんはインドで生まれ、戦後まもなく兄の,い,た香港に渡った。,状況
3361M,950101074-026,41,42,そう太鼓判を押すラジさんだが、一番の問題は、返還以後のインド系住民の国籍問題だ。,そう,太鼓判を押すラジさんだが、一番の問題は、返還以後のインド系住民の国籍問題だ。,伝聞
3081T,950101074-027,77,78,ラジさん自身は英国英国籍を持つが、インド系の二万五千五千人のうち約五、六千五、六千五、六千五、六千人はインド国籍も英国英国籍もなく、香港住民としての資格,しか,ない。,限定
2661T,950101074-041,38,40,８６年の同データによれば、外国人居住者数は１６万８４００人、８年で倍増した,ことに,なる。,強調
0721Q,950101077-022,16,19,「そうか」の言葉が無意識に出た,のだろう,だろう。,理由
0721M,950101077-022,16,19,「そうか」の言葉が無意識に出た,のだろう,だろう。,理由
2011M,950101077-022,16,19,「そうか」の言葉が無意識に出た,のだろう,だろう。,推量
0272Q,950101077-023,58,59,加藤「もう潔く行くしかないと思って攻めました。中原さんは分かっていたのでしょうでしょう。指した瞬間、投了されました,から,」。,理由
0272M,950101077-023,58,59,加藤「もう潔く行くしかないと思って攻めました。中原さんは分かっていたのでしょうでしょう。指した瞬間、投了されました,から,」。,理由
0272N,950101077-023,58,59,加藤「もう潔く行くしかないと思って攻めました。中原さんは分かっていたのでしょうでしょう。指した瞬間、投了されました,から,」。,理由
2011M,950101077-023,35,39,加藤「もう潔く行くしかないと思って攻めました。中原さんは分かっていた,のでしょう,でしょう。指した瞬間、投了されましたから」。,推量
3181M,950101077-023,36,39,加藤「もう潔く行くしかないと思って攻めました。中原さんは分かっていたの,でしょう,でしょう。指した瞬間、投了されましたから」。,推量
3241M,950101077-034,44,45,谷川「終盤は、ボーッとボーッとしてしまって、手が見えなくなりました。そんな状況の中で、,よく,冷静に７一飛と打てたと思う」。,推量
3242M,950101077-034,44,45,谷川「終盤は、ボーッとボーッとしてしまって、手が見えなくなりました。そんな状況の中で、,よく,冷静に７一飛と打てたと思う」。,比況
0721Q,950101077-052,29,32,「中高年の星」＝米長と、若き天才＝羽生への関心が高かった,のだろう,だろう。,理由
0721M,950101077-052,29,32,「中高年の星」＝米長と、若き天才＝羽生への関心が高かった,のだろう,だろう。,理由
2011M,950101077-052,29,32,「中高年の星」＝米長と、若き天才＝羽生への関心が高かった,のだろう,だろう。,推量
0721Q,950101077-057,12,13,羽生「苦しい将棋だった,ので,、この手を発見した時はうれしかったですね」。,理由
0721M,950101077-057,12,13,羽生「苦しい将棋だった,ので,、この手を発見した時はうれしかったですね」。,理由
2011M,950101077-057,12,13,羽生「苦しい将棋だった,ので,、この手を発見した時はうれしかったですね」。,推量
1211D,950101078-002,37,39,もともとは京都・寂光寺の塔頭の一つの名で、本因坊家一世算砂が居住していた,という,。,同格
1212M,950101078-002,37,39,もともとは京都・寂光寺の塔頭の一つの名で、本因坊家一世算砂が居住していた,という,。,伝聞
3031T,950101078-012,11,12,名跡を実力で争うだけ,でも,画期的だったが、現在行われているコミ碁コミ碁の採用もざん新な出来事だった。,極端例
0272Q,950101078-021,34,35,その後、橋本が奪回するが、橋本が総帥となって関西棋院が独立したこと,から,、本因坊戦は東西対決の様相を帯びてくる。,理由
0272M,950101078-021,34,35,その後、橋本が奪回するが、橋本が総帥となって関西棋院が独立したこと,から,、本因坊戦は東西対決の様相を帯びてくる。,理由
0272N,950101078-021,34,35,その後、橋本が奪回するが、橋本が総帥となって関西棋院が独立したこと,から,、本因坊戦は東西対決の様相を帯びてくる。,理由
2671T,950101078-024,6,8,他棋戦では,あまり,ふるわなかった本因坊秀格だったが、本因坊戦では抜群の強さを発揮した。,強調
0221N,950101080-006,20,21,なかでも、家事から解放された私は天国に,いる,ようだった。,状況
0721Q,950101080-009,28,29,私は「あら、ホテルでごちそうを食べたじゃない」といった,のだ,が。,理由
0721M,950101080-009,28,29,私は「あら、ホテルでごちそうを食べたじゃない」といった,のだ,が。,理由
2011M,950101080-009,28,29,私は「あら、ホテルでごちそうを食べたじゃない」といった,のだ,が。,推量
0721Q,950101080-010,20,21,彼からすれば、まず、自分の家で、だった,のだ,。,理由
0721M,950101080-010,20,21,彼からすれば、まず、自分の家で、だった,のだ,。,理由
2011M,950101080-010,20,21,彼からすれば、まず、自分の家で、だった,のだ,。,推量
0721Q,950101080-015,37,38,そして二男にとって一番大事なのは、祖父母や両親からいただく、お年玉だった,のだ,。,理由
0721M,950101080-015,37,38,そして二男にとって一番大事なのは、祖父母や両親からいただく、お年玉だった,のだ,。,理由
2011M,950101080-015,37,38,そして二男にとって一番大事なのは、祖父母や両親からいただく、お年玉だった,のだ,。,推量
0721Q,950101080-016,28,31,小さな心に、この特別な日のストーリーは出来あがっていた,のだろう,だろう。,理由
0721M,950101080-016,28,31,小さな心に、この特別な日のストーリーは出来あがっていた,のだろう,だろう。,理由
2011M,950101080-016,28,31,小さな心に、この特別な日のストーリーは出来あがっていた,のだろう,だろう。,推量
0721Q,950101080-017,39,41,息子のひと言で、私は、わが家のささやかなお正月を大切にしなくっちゃ、と思った,のだっ,た。,理由
0721M,950101080-017,39,41,息子のひと言で、私は、わが家のささやかなお正月を大切にしなくっちゃ、と思った,のだっ,た。,理由
2011M,950101080-017,39,41,息子のひと言で、私は、わが家のささやかなお正月を大切にしなくっちゃ、と思った,のだっ,た。,推量
1071Q,950101083-004,10,12,また、足袋も化繊の,ものを,用意し、洗濯が簡単にできるようにするのもアイデアです。,想外
1071M,950101083-004,10,12,また、足袋も化繊の,ものを,用意し、洗濯が簡単にできるようにするのもアイデアです。,想外
0681Q,950101105-001,81,82,司法修習生が違法の疑いのある取り調べ修習から刑事裁判での冒頭陳述まで行っていた問題で、最高裁の司法研修所は三十三十一日までに、裁判所・検察庁・弁護士会に「適切で,ない,」との通知を出すことを決めた。,順接必要
0681M,950101105-001,81,82,司法修習生が違法の疑いのある取り調べ修習から刑事裁判での冒頭陳述まで行っていた問題で、最高裁の司法研修所は三十三十一日までに、裁判所・検察庁・弁護士会に「適切で,ない,」との通知を出すことを決めた。,順接必要
3341M,950101105-001,81,82,司法修習生が違法の疑いのある取り調べ修習から刑事裁判での冒頭陳述まで行っていた問題で、最高裁の司法研修所は三十三十一日までに、裁判所・検察庁・弁護士会に「適切で,ない,」との通知を出すことを決めた。,否定
3081T,950101106-002,37,38,筒井さんは「今の状況では執筆再開の可能性はない」と言い、「ま、役者をやる,しか,ないでしょうでしょう。来年は役者としての力量を見ていただく年です」。,限定
3201M,950101106-002,41,44,筒井さんは「今の状況では執筆再開の可能性はない」と言い、「ま、役者をやるしかない,でしょう,でしょう。来年は役者としての力量を見ていただく年です」。,判断
3201M,950101106-002,69,70,筒井さんは「今の状況では執筆再開の可能性はない」と言い、「ま、役者をやるしかないでしょうでしょう。来年は役者としての力量を見ていただく年,です,」。,判断
