0821M,950101018-007,63,63,情報サミットは、九四年十一月にインドネシアで開かれたＡＰＥＣの非公式首脳会議で、韓国の金泳三大統領が内々に提唱した,もの,の非公開扱いとなり、会議終了後に発表されたボゴール宣言にも盛り込まれなかった。,理由
0823M,950101018-007,63,63,情報サミットは、九四年十一月にインドネシアで開かれたＡＰＥＣの非公式首脳会議で、韓国の金泳三大統領が内々に提唱した,もの,の非公開扱いとなり、会議終了後に発表されたボゴール宣言にも盛り込まれなかった。,感嘆
3201M,950101018-007,22,22,情報サミットは、九四年十一月にインドネシア,で,開かれたＡＰＥＣの非公式首脳会議で、韓国の金泳三大統領が内々に提唱したものの非公開扱いとなり、会議終了後に発表されたボゴール宣言にも盛り込まれなかった。,判断
3201M,950101018-008,35,35,現在、議題を韓国政府が水面下で検討しており、今年二月中旬に福岡,で,開かれるＡＰＥＣの高級事務レベル会合で、韓国側から具体的な提案がある予定。,判断
1593N,950101021-001,62,62,一九九四年の年間出生数は前年より四万七千七千人も多い百二十二十三万五千五千人を記録し、二十二十一年ぶりに大幅増に転じた,こと,が三十三十一日、厚生省の九四年人口動態統計年間推計で分かった。,名詞化
3201M,950101021-004,50,50,推計によると、出生数は百二十二十三万五千五千人で、前年の百十八万八千八千二百二百八十八十二人を大幅,に,上回った。,判断
3201M,950101021-006,51,51,死亡数は前年を六千六千人下回り、出生数から死亡数を引いた人口の自然増加数も二十二十一年ぶりに対前年比,で,五万二千二千人アップした。,判断
0731Q,950101021-009,64,64,死亡数の減少は、九三年に流行して高齢者を中心に約一万六千六千人死亡の引き金となったインフルエンザが、昨年はほとんど発生しなかった,ため,とみられる。,理由
0731N,950101021-009,64,64,死亡数の減少は、九三年に流行して高齢者を中心に約一万六千六千人死亡の引き金となったインフルエンザが、昨年はほとんど発生しなかった,ため,とみられる。,理由
3201M,950101024-004,51,51,それでもあえて毎日新聞社は、昨年十二月実施した全衆院議員アンケートで、「一九九六年一月一日一日時点,で,の首相はだれか」を聞いてみた。,判断
3201M,950101024-006,26,26,新進党党首「海部俊樹氏」の二三％をわずか,に,抑えてトップに立った。,判断
3201M,950101024-011,9,9,社会党議員の理由,で,は「自民、社会、さきがけの連立である限り、村山首相以外ない」などがあり、自民からは「彼は欲がないから良い」、「代わる理由がない」などが挙がった。,判断
3201M,950101024-011,24,24,社会党議員の理由では「自民、社会、さきがけの連立,で,ある限り、村山首相以外ない」などがあり、自民からは「彼は欲がないから良い」、「代わる理由がない」などが挙がった。,判断
1593N,950101024-019,32,32,これは新進党副党首の羽田孜氏を挙げた議員が少なからずいた,こと,が大きな要因。,名詞化
3201M,950101024-023,42,42,最大政党である自民党の総裁「河野洋平氏」は三％にとどまり、おひざ元の自民,で,さえ一ケタ台、八％の低率。,判断
3201M,950101024-026,5,5,だが一方,で,、「わからない」などの「無回答」は三六％にも上り、過去一年間に三度も首相が代わる政界液状化の中、「一年先は予測不可能」という思いを多くの議員が抱いていることを示した。,判断
3201M,950101031-005,60,60,米露米露関係の最大の焦点は、今秋先鋭化した北大西洋条約機構の拡大問題で、保守派とリベラル派双方の論客が年末に米紙,で,論争を展開。,判断
3201M,950101031-006,39,39,共和党の有力者たちはクリントン政権に対露対露強硬措置を要求していくことを明らか,に,した。,判断
3201M,950101031-008,70,70,「ＮＡＴＯがポーランド、ハンガリーなど東欧四カ国を加入させなければドイツとロシアの間に真空地帯が生まれ、両国がそれぞれ安全保障上の理由,で,この真空地帯を埋めよう埋めようとする結果、両国の対立が深刻化する」と指摘。,判断
3201M,950101031-009,4,4,その上,で,、ＮＡＴＯは直ちにこの四カ国を加入させ、同時にロシアと条約を結び、新加入国に外国軍を駐留させないことを明確にしてロシアの警戒心を和らげよ和らげよと主張した。,判断
3201M,950101031-009,61,61,その上で、ＮＡＴＯは直ちにこの四カ国を加入させ、同時にロシアと条約を結び、新加入国に外国軍を駐留させないことを明確,に,してロシアの警戒心を和らげよ和らげよと主張した。,判断
3201M,950101031-011,105,105,「ＮＡＴＯに加わる四カ国と加わらない東欧諸国との間に新たなカーテンが下りる」と警告し、「ＮＡＴＯ拡大に戦略的・政治的な合理性はなく、ロシアが近隣諸国に侵略的態度を取り始めた場合に拡大すると警告するだけ,で,十分」と反論した。,判断
3201M,950101031-011,31,31,「ＮＡＴＯに加わる四カ国と加わらない東欧諸国との間に新た,な,カーテンが下りる」と警告し、「ＮＡＴＯ拡大に戦略的・政治的な合理性はなく、ロシアが近隣諸国に侵略的態度を取り始めた場合に拡大すると警告するだけで十分」と反論した。,判断
1593N,950101031-012,111,111,共和党はギングリッチ新下院議長が作成した選挙公約「米国との契約」の中で「民主主義と市場経済への改革、及びシビリアンコントロール下の軍をもつ国々がＮＡＴＯに加入することを促進する」とうたい、東欧諸国のＮＡＴＯ加入を進める,こと,を明らかにしている。,名詞化
3201M,950101031-012,36,36,共和党はギングリッチ新下院議長が作成した選挙公約「米国との契約」の中,で,「民主主義と市場経済への改革、及びシビリアンコントロール下の軍をもつ国々がＮＡＴＯに加入することを促進する」とうたい、東欧諸国のＮＡＴＯ加入を進めることを明らかにしている。,判断
3201M,950101031-012,116,116,共和党はギングリッチ新下院議長が作成した選挙公約「米国との契約」の中で「民主主義と市場経済への改革、及びシビリアンコントロール下の軍をもつ国々がＮＡＴＯに加入することを促進する」とうたい、東欧諸国のＮＡＴＯ加入を進めることを明らか,に,している。,判断
3201M,950101031-013,91,91,さらに同党同党はここへきて「ロシアがＮＡＴＯの将来や欧州における米国の役割について拒否権を持つのは許せない」、「米国は冷戦の勝利者として行動すべきだ」などと強硬姿勢を鮮明,に,し始めた。,判断
3201M,950101031-015,44,44,クリントン政権はＮＡＴＯ拡大政策に反対するリベラル派をバックに、共和党に対処したいところ,だ,が、これまでのエリツィン政権懐柔路線をかなり修正せざるを得ないとみられている。,判断
3201M,950101032-002,38,38,ラオス国境の山並みを望む山岳民族モン族の村は一九九五年一月一日一日を酒盛り,で,過ごす。,判断
3201M,950101032-003,18,18,モン暦の正月の日付は月の満ち欠け,で,毎年違う。,判断
0681Q,950101032-009,11,12,豪快に飲まねば男では,ない,。,順接必要
0681M,950101032-009,11,12,豪快に飲まねば男では,ない,。,順接必要
3201M,950101032-009,9,9,豪快に飲まねば男,で,はない。,判断
3341M,950101032-009,11,12,豪快に飲まねば男では,ない,。,否定
0821Q,950101032-010,19,19,「わしら若いころはもどしながら勉強した,もん,じゃ」と年寄り。,理由
0821M,950101032-010,19,19,「わしら若いころはもどしながら勉強した,もん,じゃ」と年寄り。,理由
0823M,950101032-010,19,19,「わしら若いころはもどしながら勉強した,もん,じゃ」と年寄り。,感嘆
3201M,950101033-005,18,18,あらかじめ発表された十人を読者が電話,で,投票するもので、合計一万九千九千七百七百七十七十人が投票、八〇％以上を獲得して断トツの一位に輝いた。,判断
3201M,950101034-003,23,23,前任のチュバイス氏の急進的な民営化政策を大幅,に,修正するものであり、エリツィン政権の一九九五年の経済運営を占う意味でも注目される。,判断
1593N,950101034-005,78,78,国営に戻すべき分野として同副首相はアルミニウム、エネルギー、軍需産業を挙げ、「外国企業が一五％の株式を取得し役員会への代表派遣を可能にした,こと,は、ロシア国家の安全保障に直接脅威を与える」と述べた。,名詞化
3201M,950101034-005,74,74,国営に戻すべき分野として同副首相はアルミニウム、エネルギー、軍需産業を挙げ、「外国企業が一五％の株式を取得し役員会への代表派遣を可能,に,したことは、ロシア国家の安全保障に直接脅威を与える」と述べた。,判断
3201M,950101034-008,20,20,ロシアの民営化政策はチュバイス氏の指導,で,九二年十月から始まった。,判断
0731Q,950101038-002,24,24,中国のミャンマー援助の意図はインド洋海軍進出の,ため,の海軍基地建設にあると分析した。,理由
0731N,950101038-002,24,24,中国のミャンマー援助の意図はインド洋海軍進出の,ため,の海軍基地建設にあると分析した。,理由
3201M,950101041-002,13,13,ベルルスコーニ首相の辞任,で,一気に火を噴いたイタリアの政治危機は年越しが確実になったが、政治腐敗捜査をめぐる「政治圧力」に抗議辞任したディピエトロ検事を首相にする会が発足した。,判断
3201M,950101041-002,38,38,ベルルスコーニ首相の辞任で一気に火を噴いたイタリアの政治危機は年越しが確実,に,なったが、政治腐敗捜査をめぐる「政治圧力」に抗議辞任したディピエトロ検事を首相にする会が発足した。,判断
0811Q,950101041-003,22,23,政治混乱に業を煮やした市民たちが勝手に作った,ものだ,が、新聞やテレビにニュースが流れると毎日千件近い電話が殺到するという関心の高さを示している。,理由
0811M,950101041-003,22,23,政治混乱に業を煮やした市民たちが勝手に作った,ものだ,が、新聞やテレビにニュースが流れると毎日千件近い電話が殺到するという関心の高さを示している。,理由
0821Q,950101041-003,22,22,政治混乱に業を煮やした市民たちが勝手に作った,もの,だが、新聞やテレビにニュースが流れると毎日千件近い電話が殺到するという関心の高さを示している。,理由
0821M,950101041-003,22,22,政治混乱に業を煮やした市民たちが勝手に作った,もの,だが、新聞やテレビにニュースが流れると毎日千件近い電話が殺到するという関心の高さを示している。,理由
0823M,950101041-003,22,22,政治混乱に業を煮やした市民たちが勝手に作った,もの,だが、新聞やテレビにニュースが流れると毎日千件近い電話が殺到するという関心の高さを示している。,感嘆
3181M,950101041-003,23,23,政治混乱に業を煮やした市民たちが勝手に作ったもの,だ,が、新聞やテレビにニュースが流れると毎日千件近い電話が殺到するという関心の高さを示している。,推量
3201M,950101041-003,18,18,政治混乱に業を煮やした市民たちが勝手,に,作ったものだが、新聞やテレビにニュースが流れると毎日千件近い電話が殺到するという関心の高さを示している。,判断
3181M,950101041-005,104,104,「今のイタリアの政治家には自らの責任を自覚し、義務を果たそう果たそうとする人物がいない。ディピエトロは自らに課せられた義務をきちんと果たした珍しい人間。このような人物こそイタリアの指導者に必要だと思ったの,で,」と、会発足の意義を力説する。,推量
3201M,950101041-005,98,98,「今のイタリアの政治家には自らの責任を自覚し、義務を果たそう果たそうとする人物がいない。ディピエトロは自らに課せられた義務をきちんと果たした珍しい人間。このような人物こそイタリアの指導者に必要,だ,と思ったので」と、会発足の意義を力説する。,判断
3201M,950101046-002,37,37,エルサレムの南約二十二十キロのイスラエル占領地ヨルダン川西岸のエフラート,で,、パレスチナ人とユダヤ人入植者の衝突が拡大している。,判断
3201M,950101046-003,25,25,三十三十日には十八人が負傷し、対立は深まる一方,だ,。,判断
1593N,950101048-003,34,34,金大統領は、一九九五年が日本の植民地からの解放五十五十年にあたる,こと,を指摘。,名詞化
3201M,950101048-005,41,41,一方、朝鮮民主主義人民共和国は、毎年元日に故金主席が新年の辞を発表するのが恒例,だっ,た。,判断
3201M,950101048-007,66,66,このため、ソウルの外交安保関係者は、約二カ月間公式の場に姿を現していない金正日書記が、「最高権力者」としての姿をテレビ,で,内外に印象付けるため登場する可能性が強い、との見方を示している。,判断
0681Q,950101048-008,40,41,しかし、本人が新年の辞を発表するかどうかについては、「他の幹部らが代読するのでは,ない,か」との指摘も多い。,順接必要
0681M,950101048-008,40,41,しかし、本人が新年の辞を発表するかどうかについては、「他の幹部らが代読するのでは,ない,か」との指摘も多い。,順接必要
3341M,950101048-008,40,41,しかし、本人が新年の辞を発表するかどうかについては、「他の幹部らが代読するのでは,ない,か」との指摘も多い。,否定
1593N,950101050-004,29,29,強化された紛争処理機能を備えた新組織へ生まれ変わる,こと,で、世界貿易は二十二十一世紀に向け新たな時代に入る。,名詞化
3201M,950101053-003,63,63,その大きな理由は台湾が中国との直行便運航を認めておらず、年間百数十数十万人もの台湾人が香港経由で中国に渡るから,だ,。,判断
0681Q,950101053-004,8,9,旅客機だけでは,ない,。,順接必要
0681M,950101053-004,8,9,旅客機だけでは,ない,。,順接必要
3201M,950101053-004,6,6,旅客機だけ,で,はない。,判断
3341M,950101053-004,8,9,旅客機だけでは,ない,。,否定
3201M,950101053-006,26,26,これも中台間の貨物船運航が認められていないため,だ,。,判断
3201M,950101053-007,34,34,香港経由の必要がなくなれば、香港には打撃だが、中台間に新た,な,ドル箱路線が生まれるだろうだろう。,判断
3201M,950101053-007,45,45,香港経由の必要がなくなれば、香港には打撃だが、中台間に新たなドル箱路線が生まれる,だろう,だろう。,判断
2951P,950101053-009,26,27,十二月に訪台したペニャ運輸長官は「中台直行実現の,際に,は参入させてほしい」と注文をつけた。,状況
2951P,950101053-009,26,26,十二月に訪台したペニャ運輸長官は「中台直行実現の,際,には参入させてほしい」と注文をつけた。,状況
1621M,950101053-010,53,53,経済閣僚の交流を認めたクリントン政権の新台湾政策に基づく初の訪台だったが、さっそくビジネス話を持ち出した,わけ,だ。,判断
3181M,950101053-010,54,54,経済閣僚の交流を認めたクリントン政権の新台湾政策に基づく初の訪台だったが、さっそくビジネス話を持ち出したわけ,だ,。,推量
3201M,950101053-010,36,36,経済閣僚の交流を認めたクリントン政権の新台湾政策に基づく初の訪台,だっ,たが、さっそくビジネス話を持ち出したわけだ。,判断
0731Q,950101053-011,65,65,台湾当局は「中国が台湾敵視政策を変えない限り直行便には応じない」と政治的カードにしているが、経済界にはコスト削減の,ため,直行実現を求める声が強い。,理由
0731N,950101053-011,65,65,台湾当局は「中国が台湾敵視政策を変えない限り直行便には応じない」と政治的カードにしているが、経済界にはコスト削減の,ため,直行実現を求める声が強い。,理由
0681Q,950101053-015,31,32,直行実現を後押しする米国の動きは中国にとってもとってもとっても不利益では,ない,。,順接必要
0681M,950101053-015,31,32,直行実現を後押しする米国の動きは中国にとってもとってもとっても不利益では,ない,。,順接必要
3341M,950101053-015,31,32,直行実現を後押しする米国の動きは中国にとってもとってもとっても不利益では,ない,。,否定
