1212M,950101004-007,47,49,また、ドゥダエフ大統領は現在、交渉中のロシア議会の代表団とともに防空ごうに避難しており、無事,という,。
1213D,950101004-007,47,49,また、ドゥダエフ大統領は現在、交渉中のロシア議会の代表団とともに防空ごうに避難しており、無事,という,。
1351M,950101004-007,41,43,また、ドゥダエフ大統領は現在、交渉中のロシア議会の代表団とともに防空ごうに避難し,ており,、無事という。
1371M,950101004-007,41,43,また、ドゥダエフ大統領は現在、交渉中のロシア議会の代表団とともに防空ごうに避難し,ており,、無事という。
0031P,950101008-004,8,10,今秋には議長国,として,アジア・太平洋経済協力会議に臨まなければならない。
0031N,950101008-004,8,10,今秋には議長国,として,アジア・太平洋経済協力会議に臨まなければならない。
0032T,950101008-004,8,10,今秋には議長国,として,アジア・太平洋経済協力会議に臨まなければならない。
2861W,950101008-004,3,4,今秋,には,議長国としてアジア・太平洋経済協力会議に臨まなければならない。
2901W,950101008-004,8,10,今秋には議長国,として,アジア・太平洋経済協力会議に臨まなければならない。
2902W,950101008-004,8,10,今秋には議長国,として,アジア・太平洋経済協力会議に臨まなければならない。
1351M,950101008-005,18,20,国内外の、緊迫した重大な課題を抱え,ている,時に政治の空白は許されない。
1371M,950101008-005,18,20,国内外の、緊迫した重大な課題を抱え,ている,時に政治の空白は許されない。
0681Q,950101008-006,38,40,ようやく経済も明るさを取り戻しつつある微妙な段階なので、今は解散の時期では,ないと,考えている。
0681M,950101008-006,38,40,ようやく経済も明るさを取り戻しつつある微妙な段階なので、今は解散の時期では,ないと,考えている。
0721Q,950101008-006,26,27,ようやく経済も明るさを取り戻しつつある微妙な段階な,ので,、今は解散の時期ではないと考えている。
0721M,950101008-006,26,27,ようやく経済も明るさを取り戻しつつある微妙な段階な,ので,、今は解散の時期ではないと考えている。
1351M,950101008-006,43,45,ようやく経済も明るさを取り戻しつつある微妙な段階なので、今は解散の時期ではないと考え,ている,。
1371M,950101008-006,43,45,ようやく経済も明るさを取り戻しつつある微妙な段階なので、今は解散の時期ではないと考え,ている,。
1391M,950101008-006,16,19,ようやく経済も明るさを取り戻し,つつある,微妙な段階なので、今は解散の時期ではないと考えている。
2011M,950101008-006,26,27,ようやく経済も明るさを取り戻しつつある微妙な段階な,ので,、今は解散の時期ではないと考えている。
3121T,950101008-006,25,26,ようやく経済も明るさを取り戻しつつある微妙な段階,なの,で、今は解散の時期ではないと考えている。
0641Q,950101008-008,56,58,党内の議論や党関係者の意見は「保守二党論はよろしくない。市民の側に立った平和と民主主義を担う政党が必要」という,ものだ,。
0811Q,950101008-008,56,58,党内の議論や党関係者の意見は「保守二党論はよろしくない。市民の側に立った平和と民主主義を担う政党が必要」という,ものだ,。
0811M,950101008-008,56,58,党内の議論や党関係者の意見は「保守二党論はよろしくない。市民の側に立った平和と民主主義を担う政党が必要」という,ものだ,。
1211D,950101008-008,53,55,党内の議論や党関係者の意見は「保守二党論はよろしくない。市民の側に立った平和と民主主義を担う政党が必要」,という,ものだ。
1212M,950101008-008,53,55,党内の議論や党関係者の意見は「保守二党論はよろしくない。市民の側に立った平和と民主主義を担う政党が必要」,という,ものだ。
1213D,950101008-008,53,55,党内の議論や党関係者の意見は「保守二党論はよろしくない。市民の側に立った平和と民主主義を担う政党が必要」,という,ものだ。
2651M,950101008-008,53,57,党内の議論や党関係者の意見は「保守二党論はよろしくない。市民の側に立った平和と民主主義を担う政党が必要」,というもの,だ。
1351M,950101008-009,22,24,社会党の新党衣替えにはほとんどの方が一致し,ている,。
1371M,950101008-009,22,24,社会党の新党衣替えにはほとんどの方が一致し,ている,。
2861W,950101008-009,10,11,社会党の新党衣替え,には,ほとんどの方が一致している。
0091P,950101008-011,4,7,段取り,について,は若干意見の違いがある。
0091N,950101008-011,4,7,段取り,について,は若干意見の違いがある。
0092P,950101008-011,4,7,段取り,について,は若干意見の違いがある。
1351M,950101008-012,15,17,社会党は連立政権の首班を担っ,ており,、責任がある。
1371M,950101008-012,15,17,社会党は連立政権の首班を担っ,ており,、責任がある。
1211D,950101008-014,11,13,村山政権に影響がある,という,ことにはならない。
1212M,950101008-014,11,13,村山政権に影響がある,という,ことにはならない。
1212M,950101008-014,11,15,村山政権に影響がある,ということ,にはならない。
1921M,950101008-014,14,19,村山政権に影響があるという,ことにはなら,ない。
2101M,950101008-014,11,13,村山政権に影響がある,という,ことにはならない。
2861W,950101008-014,16,17,村山政権に影響があるということ,には,ならない。
0091P,950101008-015,18,21,離党がうわさされている人と新党作り,について,の考え方は違いがないと思っている。
0091D,950101008-015,18,22,離党がうわさされている人と新党作り,についての,考え方は違いがないと思っている。
0091N,950101008-015,18,21,離党がうわさされている人と新党作り,について,の考え方は違いがないと思っている。
0092P,950101008-015,18,21,離党がうわさされている人と新党作り,について,の考え方は違いがないと思っている。
0092D,950101008-015,18,22,離党がうわさされている人と新党作り,についての,考え方は違いがないと思っている。
1351M,950101008-015,35,37,離党がうわさされている人と新党作りについての考え方は違いがないと思っ,ている,。
1371M,950101008-015,35,37,離党がうわさされている人と新党作りについての考え方は違いがないと思っ,ている,。
0031P,950101008-017,4,6,委員長,として,党の結束を大切にしたい。
0031N,950101008-017,4,6,委員長,として,党の結束を大切にしたい。
0032T,950101008-017,4,6,委員長,として,党の結束を大切にしたい。
2901W,950101008-017,4,6,委員長,として,党の結束を大切にしたい。
2902W,950101008-017,4,6,委員長,として,党の結束を大切にしたい。
0971C,950101008-020,29,32,細川内閣の時、予算編成をやった閣僚が予算成立を図るべきだ,と言って,改造に反対した経緯がある。
1211D,950101008-020,29,31,細川内閣の時、予算編成をやった閣僚が予算成立を図るべきだ,と言っ,て改造に反対した経緯がある。
1212M,950101008-020,29,31,細川内閣の時、予算編成をやった閣僚が予算成立を図るべきだ,と言っ,て改造に反対した経緯がある。
1351M,950101008-021,25,27,閣僚はみんな特殊法人の見直しをやる気やる気になっ,ている,。
1371M,950101008-021,25,27,閣僚はみんな特殊法人の見直しをやる気やる気になっ,ている,。
1351M,950101008-022,20,22,一年ぐらいは続けてもらうのがいいと思っ,ている,。
1371M,950101008-022,20,22,一年ぐらいは続けてもらうのがいいと思っ,ている,。
2141M,950101008-022,14,16,一年ぐらいは続けてもらうの,がいい,と思っている。
1381M,950101008-024,16,18,政と官が一体になって国民に応え,ていか,なければならない課題だ。
1511M,950101008-024,16,21,政と官が一体になって国民に応え,ていかなけれ,ばならない課題だ。
1981M,950101008-024,16,21,政と官が一体になって国民に応え,ていかなけれ,ばならない課題だ。
1381M,950101008-029,38,40,カンボジアなどいくつかの経験に照らして憲法の枠内で、できるだけのことはやっ,ていく,。
0091P,950101008-030,8,11,ＰＫＦの見直し,について,はまだ考えていない。
0091N,950101008-030,8,11,ＰＫＦの見直し,について,はまだ考えていない。
0092P,950101008-030,8,11,ＰＫＦの見直し,について,はまだ考えていない。
1351M,950101008-030,17,18,ＰＫＦの見直しについてはまだ考え,てい,ない。
1371M,950101008-030,17,18,ＰＫＦの見直しについてはまだ考え,てい,ない。
1351M,950101008-032,33,35,戦後五十五十年の節目であり、冷戦構造が崩壊し、世界が新秩序を求め,ている,時期に二十二十一世紀を展望する日米日米の親密な関係をどう構築するかが今度の日米日米首脳会談の大きな課題だ。
1371M,950101008-032,33,35,戦後五十五十年の節目であり、冷戦構造が崩壊し、世界が新秩序を求め,ている,時期に二十二十一世紀を展望する日米日米の親密な関係をどう構築するかが今度の日米日米首脳会談の大きな課題だ。
1221D,950101008-036,16,17,通常国会の進行状況、中国の状況,との,見合いで、機会があればできるだけ早期に訪中したい。
1381M,950101008-040,11,13,国連改革を前提に考え,ていく,。
1221D,950101009-003,33,34,国は「公権力の行使や公の意思形成に携わる公務員は日本国籍が必要」,との,姿勢だが、地方公務員法では日本国籍がない人の任用を禁じる規定はない。
0031P,950101009-004,63,65,橋本知事は「地方行政の運営上、国籍条項の必要性は感じない。少なくとも日本に生まれ育っ生まれ育った在日韓国・朝鮮人を地方公務員,として,排斥する理由はない。戦後五十五十年を契機に実現させたい」と話している。
0031N,950101009-004,63,65,橋本知事は「地方行政の運営上、国籍条項の必要性は感じない。少なくとも日本に生まれ育っ生まれ育った在日韓国・朝鮮人を地方公務員,として,排斥する理由はない。戦後五十五十年を契機に実現させたい」と話している。
0032T,950101009-004,63,65,橋本知事は「地方行政の運営上、国籍条項の必要性は感じない。少なくとも日本に生まれ育っ生まれ育った在日韓国・朝鮮人を地方公務員,として,排斥する理由はない。戦後五十五十年を契機に実現させたい」と話している。
1351M,950101009-004,97,99,橋本知事は「地方行政の運営上、国籍条項の必要性は感じない。少なくとも日本に生まれ育っ生まれ育った在日韓国・朝鮮人を地方公務員として排斥する理由はない。戦後五十五十年を契機に実現させたい」と話し,ている,。
1371M,950101009-004,97,99,橋本知事は「地方行政の運営上、国籍条項の必要性は感じない。少なくとも日本に生まれ育っ生まれ育った在日韓国・朝鮮人を地方公務員として排斥する理由はない。戦後五十五十年を契機に実現させたい」と話し,ている,。
2901W,950101009-004,63,65,橋本知事は「地方行政の運営上、国籍条項の必要性は感じない。少なくとも日本に生まれ育っ生まれ育った在日韓国・朝鮮人を地方公務員,として,排斥する理由はない。戦後五十五十年を契機に実現させたい」と話している。
2902W,950101009-004,63,65,橋本知事は「地方行政の運営上、国籍条項の必要性は感じない。少なくとも日本に生まれ育っ生まれ育った在日韓国・朝鮮人を地方公務員,として,排斥する理由はない。戦後五十五十年を契機に実現させたい」と話している。
2861W,950101010-003,5,6,そのため,には,あらゆる分野で思い切った世代交代が必要になるでしょうでしょう。
1211D,950101010-004,13,15,五十五十年前、敗戦・占領,という,歴史的な衝撃の中で、日本は戦後の第一歩を踏み出しました。
1212M,950101010-004,13,15,五十五十年前、敗戦・占領,という,歴史的な衝撃の中で、日本は戦後の第一歩を踏み出しました。
1213D,950101010-004,13,15,五十五十年前、敗戦・占領,という,歴史的な衝撃の中で、日本は戦後の第一歩を踏み出しました。
2881W,950101010-005,17,19,経済復興と国際社会への復帰が悲願,となり,ました。
0141P,950101010-006,26,28,これを支え、その後の日本の活力を生んだものは占領軍,による,公職追放という名の“外圧”による世代交代でした。
0141P,950101010-006,42,44,これを支え、その後の日本の活力を生んだものは占領軍による公職追放という名の“外圧”,による,世代交代でした。
0141D,950101010-006,26,28,これを支え、その後の日本の活力を生んだものは占領軍,による,公職追放という名の“外圧”による世代交代でした。
0141D,950101010-006,42,44,これを支え、その後の日本の活力を生んだものは占領軍による公職追放という名の“外圧”,による,世代交代でした。
0142P,950101010-006,26,28,これを支え、その後の日本の活力を生んだものは占領軍,による,公職追放という名の“外圧”による世代交代でした。
0142P,950101010-006,42,44,これを支え、その後の日本の活力を生んだものは占領軍による公職追放という名の“外圧”,による,世代交代でした。
0142D,950101010-006,26,28,これを支え、その後の日本の活力を生んだものは占領軍,による,公職追放という名の“外圧”による世代交代でした。
0142D,950101010-006,42,44,これを支え、その後の日本の活力を生んだものは占領軍による公職追放という名の“外圧”,による,世代交代でした。
0143P,950101010-006,26,28,これを支え、その後の日本の活力を生んだものは占領軍,による,公職追放という名の“外圧”による世代交代でした。
0143P,950101010-006,42,44,これを支え、その後の日本の活力を生んだものは占領軍による公職追放という名の“外圧”,による,世代交代でした。
0143D,950101010-006,26,28,これを支え、その後の日本の活力を生んだものは占領軍,による,公職追放という名の“外圧”による世代交代でした。
0143D,950101010-006,42,44,これを支え、その後の日本の活力を生んだものは占領軍による公職追放という名の“外圧”,による,世代交代でした。
0171P,950101010-006,26,28,これを支え、その後の日本の活力を生んだものは占領軍,による,公職追放という名の“外圧”による世代交代でした。
0171P,950101010-006,42,44,これを支え、その後の日本の活力を生んだものは占領軍による公職追放という名の“外圧”,による,世代交代でした。
1211D,950101010-006,33,35,これを支え、その後の日本の活力を生んだものは占領軍による公職追放,という,名の“外圧”による世代交代でした。
1212M,950101010-006,33,35,これを支え、その後の日本の活力を生んだものは占領軍による公職追放,という,名の“外圧”による世代交代でした。
1213D,950101010-006,33,35,これを支え、その後の日本の活力を生んだものは占領軍による公職追放,という,名の“外圧”による世代交代でした。
1351M,950101010-009,29,30,今は敗戦直後にも似た大胆な切開手術を必要とする時代に入っ,てい,ます。
1351M,950101010-009,29,32,今は敗戦直後にも似た大胆な切開手術を必要とする時代に入っ,ています,。
1371M,950101010-009,29,30,今は敗戦直後にも似た大胆な切開手術を必要とする時代に入っ,てい,ます。
1371M,950101010-009,29,32,今は敗戦直後にも似た大胆な切開手術を必要とする時代に入っ,ています,。
1351M,950101010-011,40,42,奇跡的な経済発展をもたらした官僚主導のシステムが、逆に障害となり機能不全に陥っ,ている,のです。
1371M,950101010-011,40,42,奇跡的な経済発展をもたらした官僚主導のシステムが、逆に障害となり機能不全に陥っ,ている,のです。
2011M,950101010-011,43,45,奇跡的な経済発展をもたらした官僚主導のシステムが、逆に障害となり機能不全に陥っている,のです,。
2881W,950101010-011,30,32,奇跡的な経済発展をもたらした官僚主導のシステムが、逆に障害,となり,機能不全に陥っているのです。
0081P,950101010-012,7,10,漂流する政治,に対して,、「官」がますます強大になっているように見えます。
0081P,950101010-012,7,9,漂流する政治,に対し,て、「官」がますます強大になっているように見えます。
0081D,950101010-012,7,9,漂流する政治,に対し,て、「官」がますます強大になっているように見えます。
0081N,950101010-012,7,10,漂流する政治,に対して,、「官」がますます強大になっているように見えます。
0082P,950101010-012,7,10,漂流する政治,に対して,、「官」がますます強大になっているように見えます。
0082P,950101010-012,7,9,漂流する政治,に対し,て、「官」がますます強大になっているように見えます。
0082D,950101010-012,7,9,漂流する政治,に対し,て、「官」がますます強大になっているように見えます。
1351M,950101010-012,25,27,漂流する政治に対して、「官」がますます強大になっ,ている,ように見えます。
1371M,950101010-012,25,27,漂流する政治に対して、「官」がますます強大になっ,ている,ように見えます。
0561Q,950101010-013,26,29,しかし、それは表面的なもので、実態は自信を喪失する,とともに,、レゾンデートルを求めて揺れる姿が透けて見えます。
0811Q,950101010-013,12,14,しかし、それは表面的な,もので,、実態は自信を喪失するとともに、レゾンデートルを求めて揺れる姿が透けて見えます。
0811M,950101010-013,12,14,しかし、それは表面的な,もので,、実態は自信を喪失するとともに、レゾンデートルを求めて揺れる姿が透けて見えます。
1351M,950101010-018,116,117,航空業界トップは「このままでは航空会社は早晩、赤字タレ流しの第二の国鉄になるしかない」と悲鳴を上げ、ＪＲ各社首脳は運賃、宿泊費、サービス料金の内外価格差の増大に「産業の空洞化は製造業からあらゆる産業に広がりつつある」と警鐘を鳴らし,てい,ます。
1351M,950101010-018,116,119,航空業界トップは「このままでは航空会社は早晩、赤字タレ流しの第二の国鉄になるしかない」と悲鳴を上げ、ＪＲ各社首脳は運賃、宿泊費、サービス料金の内外価格差の増大に「産業の空洞化は製造業からあらゆる産業に広がりつつある」と警鐘を鳴らし,ています,。
1371M,950101010-018,116,117,航空業界トップは「このままでは航空会社は早晩、赤字タレ流しの第二の国鉄になるしかない」と悲鳴を上げ、ＪＲ各社首脳は運賃、宿泊費、サービス料金の内外価格差の増大に「産業の空洞化は製造業からあらゆる産業に広がりつつある」と警鐘を鳴らし,てい,ます。
1371M,950101010-018,116,119,航空業界トップは「このままでは航空会社は早晩、赤字タレ流しの第二の国鉄になるしかない」と悲鳴を上げ、ＪＲ各社首脳は運賃、宿泊費、サービス料金の内外価格差の増大に「産業の空洞化は製造業からあらゆる産業に広がりつつある」と警鐘を鳴らし,ています,。
1391M,950101010-018,104,107,航空業界トップは「このままでは航空会社は早晩、赤字タレ流しの第二の国鉄になるしかない」と悲鳴を上げ、ＪＲ各社首脳は運賃、宿泊費、サービス料金の内外価格差の増大に「産業の空洞化は製造業からあらゆる産業に広がり,つつある,」と警鐘を鳴らしています。
3221M,950101010-018,39,42,航空業界トップは「このままでは航空会社は早晩、赤字タレ流しの第二の国鉄になる,しかない,」と悲鳴を上げ、ＪＲ各社首脳は運賃、宿泊費、サービス料金の内外価格差の増大に「産業の空洞化は製造業からあらゆる産業に広がりつつある」と警鐘を鳴らしています。
1351M,950101010-019,127,129,銀行、証券、生・損保生・損保生・損保など金融機関は「ある日突然に日本から株式市場が消える悪夢を見る」と訴え、政府・日銀が「金融秩序維持のため」に発動した信用組合救済銀行の設立も、「バブルに踊った“悪徳”金融機関の救済に税金を使うことに閣僚からも批判が出,ている,が、ヘタをすると大変なことになる。そうなったら国家的犯罪ですよ」とまで危惧するのです。
1371M,950101010-019,127,129,銀行、証券、生・損保生・損保生・損保など金融機関は「ある日突然に日本から株式市場が消える悪夢を見る」と訴え、政府・日銀が「金融秩序維持のため」に発動した信用組合救済銀行の設立も、「バブルに踊った“悪徳”金融機関の救済に税金を使うことに閣僚からも批判が出,ている,が、ヘタをすると大変なことになる。そうなったら国家的犯罪ですよ」とまで危惧するのです。
2011M,950101010-019,169,171,銀行、証券、生・損保生・損保生・損保など金融機関は「ある日突然に日本から株式市場が消える悪夢を見る」と訴え、政府・日銀が「金融秩序維持のため」に発動した信用組合救済銀行の設立も、「バブルに踊った“悪徳”金融機関の救済に税金を使うことに閣僚からも批判が出ているが、ヘタをすると大変なことになる。そうなったら国家的犯罪ですよ」とまで危惧する,のです,。
2661T,950101010-019,141,143,銀行、証券、生・損保生・損保生・損保など金融機関は「ある日突然に日本から株式市場が消える悪夢を見る」と訴え、政府・日銀が「金融秩序維持のため」に発動した信用組合救済銀行の設立も、「バブルに踊った“悪徳”金融機関の救済に税金を使うことに閣僚からも批判が出ているが、ヘタをすると大変な,ことに,なる。そうなったら国家的犯罪ですよ」とまで危惧するのです。
1211D,950101010-020,26,28,いずれも許認可、規制の弊害が「来るところまで来た」,という,危機感のあらわれです。
1212M,950101010-020,26,28,いずれも許認可、規制の弊害が「来るところまで来た」,という,危機感のあらわれです。
1321M,950101010-021,24,25,大型の汚職事件、政治スキャンダルの温床ともなっ,てき,ました。
2881W,950101010-021,20,23,大型の汚職事件、政治スキャンダルの温床,ともなっ,てきました。
1921M,950101010-022,27,32,世代交代と規制緩和は、政治家の役割と質を劇的に変える,ことにもなり,ます。
1921M,950101010-022,27,34,世代交代と規制緩和は、政治家の役割と質を劇的に変える,ことにもなります,。
0141P,950101010-024,36,39,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によって,、政界地図は激変する可能性もあります。
0141P,950101010-024,36,38,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によっ,て、政界地図は激変する可能性もあります。
0141D,950101010-024,36,38,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によっ,て、政界地図は激変する可能性もあります。
0141N,950101010-024,36,39,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によって,、政界地図は激変する可能性もあります。
0142P,950101010-024,36,39,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によって,、政界地図は激変する可能性もあります。
0142P,950101010-024,36,38,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によっ,て、政界地図は激変する可能性もあります。
0142D,950101010-024,36,38,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によっ,て、政界地図は激変する可能性もあります。
0142N,950101010-024,36,39,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によって,、政界地図は激変する可能性もあります。
0143P,950101010-024,36,39,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によって,、政界地図は激変する可能性もあります。
0143P,950101010-024,36,38,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によっ,て、政界地図は激変する可能性もあります。
0143D,950101010-024,36,38,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によっ,て、政界地図は激変する可能性もあります。
0171P,950101010-024,36,38,これに地方分権や小選挙区比例代表並立制導入という新選挙制度が加わること,によっ,て、政界地図は激変する可能性もあります。
1211D,950101010-024,22,24,これに地方分権や小選挙区比例代表並立制導入,という,新選挙制度が加わることによって、政界地図は激変する可能性もあります。
1212M,950101010-024,22,24,これに地方分権や小選挙区比例代表並立制導入,という,新選挙制度が加わることによって、政界地図は激変する可能性もあります。
1213D,950101010-024,22,24,これに地方分権や小選挙区比例代表並立制導入,という,新選挙制度が加わることによって、政界地図は激変する可能性もあります。
1211D,950101010-025,35,37,選挙通で知られる中堅議員は「高齢の現職議員や既成政党の看板だけが頼り,という,候補者に著しく不利」と分析し、有力閣僚の一人一人は「国会議員の仕事がなくなり、存在価値が薄れる」と心配するのです。
1212M,950101010-025,35,37,選挙通で知られる中堅議員は「高齢の現職議員や既成政党の看板だけが頼り,という,候補者に著しく不利」と分析し、有力閣僚の一人一人は「国会議員の仕事がなくなり、存在価値が薄れる」と心配するのです。
1213D,950101010-025,35,37,選挙通で知られる中堅議員は「高齢の現職議員や既成政党の看板だけが頼り,という,候補者に著しく不利」と分析し、有力閣僚の一人一人は「国会議員の仕事がなくなり、存在価値が薄れる」と心配するのです。
2011M,950101010-025,91,93,選挙通で知られる中堅議員は「高齢の現職議員や既成政党の看板だけが頼りという候補者に著しく不利」と分析し、有力閣僚の一人一人は「国会議員の仕事がなくなり、存在価値が薄れる」と心配する,のです,。
0731Q,950101010-028,9,11,転換期を乗り切る,ために,ただちに打つべき手は何なのか、がようやく見えてくるのです。
0732Q,950101010-028,9,11,転換期を乗り切る,ために,ただちに打つべき手は何なのか、がようやく見えてくるのです。
1321M,950101010-028,34,36,転換期を乗り切るためにただちに打つべき手は何なのか、がようやく見え,てくる,のです。
2011M,950101010-028,37,39,転換期を乗り切るためにただちに打つべき手は何なのか、がようやく見えてくる,のです,。
1351M,950101010-029,10,12,それが日本の直面し,ている,政治、経済、行政の構造転換の方向でしょうでしょう。
1371M,950101010-029,10,12,それが日本の直面し,ている,政治、経済、行政の構造転換の方向でしょうでしょう。
2881W,950101010-033,13,15,政治はなお混迷のまま越年,となり,ました。
1351M,950101010-034,29,31,政権与党も野党も、まだ従来の政治の枠組みの中で離合集散し,ており,、次の総選挙と政界再編成第二幕に向けた「仮の宿」の姿です。
1371M,950101010-034,29,31,政権与党も野党も、まだ従来の政治の枠組みの中で離合集散し,ており,、次の総選挙と政界再編成第二幕に向けた「仮の宿」の姿です。
3031T,950101010-035,21,22,戦後五十五十年の「選択の年」に初夢が少し,でも,実現されればと思います。
3401M,950101011-003,39,41,今月中に首相を囲む学者グループが発表する「村山ビジョン」の基本的な考えを示し,たもの,。
0141P,950101011-004,15,17,「わが国にふさわしい国際貢献,による,世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出している。
0141D,950101011-004,15,17,「わが国にふさわしい国際貢献,による,世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出している。
0142P,950101011-004,15,17,「わが国にふさわしい国際貢献,による,世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出している。
0142D,950101011-004,15,17,「わが国にふさわしい国際貢献,による,世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出している。
0143P,950101011-004,15,17,「わが国にふさわしい国際貢献,による,世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出している。
0143D,950101011-004,15,17,「わが国にふさわしい国際貢献,による,世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出している。
0171P,950101011-004,15,17,「わが国にふさわしい国際貢献,による,世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出している。
1351M,950101011-004,55,57,「わが国にふさわしい国際貢献による世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出し,ている,。
1371M,950101011-004,55,57,「わが国にふさわしい国際貢献による世界平和の創造」と銘打った非軍事分野の国際貢献など「四つの創造」を打ち出し,ている,。
0031P,950101011-007,23,25,「経済社会」では産業空洞化への対応や雇用対策,として,の経済構造改革、「やさしい社会」では心の通った教育や銃、麻薬対策の必要性をそれぞれ指摘。
0031D,950101011-007,23,26,「経済社会」では産業空洞化への対応や雇用対策,としての,経済構造改革、「やさしい社会」では心の通った教育や銃、麻薬対策の必要性をそれぞれ指摘。
0031N,950101011-007,23,25,「経済社会」では産業空洞化への対応や雇用対策,として,の経済構造改革、「やさしい社会」では心の通った教育や銃、麻薬対策の必要性をそれぞれ指摘。
