['1211D']	950103019-010	40	42	取りまとめが一番最後になった自民党の党基本問題調査会幹部は「他党他党と似ている	と言わ	れても……」と当惑するが、「相談する学者も似たようなものだし、ある意味で仕方がない」とブレーンが“共通”したことを告白する。
['0721Q']	950121046-003	26	29	力こぶが入って当然なのに首相はどの程度精魂を傾けた	のだろう	だろうか。
['0862Q']	950121046-003	11	12	力こぶが入って当然な	のに	首相はどの程度精魂を傾けたのだろうだろうか。
['2671T']	950121045-020	6	9	近代技術を	あまりに	も過信していた。
['2451M']	950104062-010	71	72	２０歳から５９歳までの妻の中で約３分の２が生活費の管理を担当しており、アメリカなどの先進国では、主として夫が家計の財布のヒモを握っていること	とは	著しい開きが存在している。
['0933W']	950101069-009	16	17	発音、強弱、リズムの法則を手中	にし	た後、なにをどう読むかは、その人の人間性に帰せられる。
['1221D']	950103011-005	37	38	一方、河野氏は早大在学中、陸上部のマネジャーを務めたことがあるなど、駅伝	との	関係が深い。
['2451W']	950201061-002	81	82	外交問題にも発展しかねなかった一件に素早い対応で処理したともいえるが、「掲載記事に事実誤認があったから」という説明だけでは、ジャーナリズムとしての責任を果たした	とは	言い難い。
['0032T']	950104211-003	8	10	彼は、駐米大使	として	赴任した直後の一昨年五月初め、ワシントン在住の韓国人ビジネスマンや大使館員の子どもたちを大使公邸に集めた。
['0971C']	950104062-008	8	11	女性の地位向上	と言って	もその定義は多種多様であるが、女性自身がお金や時間をどの程度まで自由に使えるか、ということによって測定することもできる。
['0971C']	950104062-008	8	12	女性の地位向上	と言っても	その定義は多種多様であるが、女性自身がお金や時間をどの程度まで自由に使えるか、ということによって測定することもできる。
['2861W']	950104073-007	36	37	立命の猛烈な出足のブロックに、けったボールをはたかれたり、ほんの２分前	には	短い距離を外したばかりだった。
['2161M']	950224053-006	43	46	しかし、この調停案には「申請の骨子である自分たちの低いランクを同期男性なみに引き上げ	てほしい	という昇進格差是正について、何も触れていない」と、当の女性たちが強く反発した。
['1212M']	950224053-006	47	49	しかし、この調停案には「申請の骨子である自分たちの低いランクを同期男性なみに引き上げてほしい	という	昇進格差是正について、何も触れていない」と、当の女性たちが強く反発した。
['2861W']	950101008-009	10	11	社会党の新党衣替え	には	ほとんどの方が一致している。
['0933W']	950211051-004	30	31	それが、真珠湾攻撃による米国米国民感情の爆発で、米国は一夜	にし	て国際主義路線に転じたのだった。
['1062W']	950211051-004	30	32	それが、真珠湾攻撃による米国米国民感情の爆発で、米国は一夜	にして	国際主義路線に転じたのだった。
['0271D']	950104087-010	21	23	三洋バックスが勢いよく前に出て、タックル	からの	逆襲を狙っているのを見てとると、あえてライン背後へのハイパントを上げてＦＷ戦に弾みをつけた。
['1451M']	950121046-010	47	50	当面する政策課題に満遍なく触れてはいるが、肝心の優先順位が不明だし、演説が近来になく長くなっ	てしまっ	たのがその何よりの証拠ではないか。
['1212M']	950129035-003	28	32	金融機関の不良債権問題の深刻さを、改めて浮き彫りにした	といえよう	いえよう。
['0862M']	950131056-007	60	61	付言すれば三十三十日の衆院予算委員会では同じ新進党の二見伸明氏が「責任はしかるべき時にとるのか」と暗に引責辞任を求めた	のに	対し首相は「いろんな批判は知っているが、今は復旧、復興対策に全力を挙げる」と答えた。
['0031D']	950227034-028	15	18	西に顔を向けはじめた政治大国	としての	インドも無視できない。
['0032T']	950103008-070	9	11	懸案を一時しのぎ	として	処理した、ということで、このままいけば日本の将来に禍根を残してしまう。
['0721Q']	950111045-007	52	53	春と秋に行っていた遠足を一回に減らしたり、五時間授業を六時間にしたりのやりくりで授業時数を確保している	のだ	。
['1211D']	950103019-007	15	17	「国民とともに論議を進める」	という	表現は、言わば「論憲論憲」。
['2161M']	950210050-004	23	26	今度は、それを震災復興に存分に生かし、発揮し	てほしい	。
['0252T']	950103055-009	3	5	頼り	にして	いた佐保も「僕でトップに立たなければ、と意識し過ぎて」区間四位の平凡な走り。
['1881M']	950103029-002	48	50	また、追悼ムードを利用して金書記へのスムーズな権力継承の雰囲気をさらに盛り上げよう盛り上げよう	とする	北朝鮮の政策の一環とする見方が有力だ。
['1212M']	950103008-040	21	23	新しい制度の導入は一つには政界再編の促進	という	意味がある。
['0862M']	950107042-010	6	7	中身が薄い	のに	、時間時間ばかりかかるのだ。
['0711Q']	950101077-003	82	83	第３６期名人戦七番勝負以来、盤側盤側から見続けてきた観戦子として、それ以後の名人に勝局勝局への「会心の一手・一局」をピックアップしてもらい、その当時の状況を再現し	てみ	た。
['0711Q']	950101077-003	82	84	第３６期名人戦七番勝負以来、盤側盤側から見続けてきた観戦子として、それ以後の名人に勝局勝局への「会心の一手・一局」をピックアップしてもらい、その当時の状況を再現し	てみた	。
['0032T']	950104020-001	28	30	年明け早々、久山純弘さんは日本人初の国連インスペクター	として	ジュネーブに赴任する。
['2861W']	950106040-013	4	5	九六年	には	通貨統合の段取りを含め、マ条約を全面的に見直す予定で、統合の進め方をめぐる各国の駆け引きは活発化しようしよう。
['2371M']	950101174-007	31	36	北朝鮮側も、同時期に、社会党関係者に交流事業を打診してきてい	たこともあり	、受け入れに積極姿勢を示し、細部の詰めに入っている。
['1321M']	950101174-007	27	28	北朝鮮側も、同時期に、社会党関係者に交流事業を打診し	てき	ていたこともあり、受け入れに積極姿勢を示し、細部の詰めに入っている。
['0032T']	950129037-007	13	15	今回の震災では、教育の場	として	の学校が、被災者の救援対策のうえで大きな役割を果たしている。
['0031N']	950129037-029	35	37	趣味的内容が多い講座に「地域の防災」を加えたり、空き教室を防災資料室	として	整備することも考えたい。
['2291M']	950219027-003	6	9	残念という	ほかない	。
['1211D']	950224054-029	9	11	「なんとかなる」	という	甘い姿勢は捨て、腰を据えて廃棄物対策に取り組んでほしい。
['0271D']	950101071-011	30	32	政府の統計ではトロント市だけで一万五千五千人を占め、他の国	からの	移民を大きく引き離していた。
['1211D']	950103008-054	33	35	任期満了選挙をやったら、世界の国々は、日本は民主主義の国ではない	と言う	。
['0551D']	950104043-009	6	10	年齢を経る	にしたがい	、体内の水分は減る。
['3121T']	950221060-013	53	54	しかし、初めから春闘の主力が、このように低い賃上げ要求では、ひたすら中小との格差是正を目標にしているだけ	なの	か、と皮肉の一つも言いたくなる。
['0252T']	950221060-013	46	48	しかし、初めから春闘の主力が、このように低い賃上げ要求では、ひたすら中小との格差是正を目標	にして	いるだけなのか、と皮肉の一つも言いたくなる。
['0031N']	950112043-021	22	24	米朝米朝の合意は、十年に及ぶ約束履行を必要	として	いる。
['0031N']	950206067-018	23	25	九二年夏のポンド危機の際、米国は地域的な問題	として	、支援の手を差し伸べなかったことも関係していよういよう。
['1321M']	950117042-019	24	25	共和党政権時代には、議会の指導権を民主党が握っ	てき	た。
['0271D']	950227033-004	67	69	また内閣官房副長官が、関係省庁の局長らを集め、さらには警察、防衛、消防、海上保安庁出身の専門職員による「災害情報班」が、ヘリコプター	からの	テレビ画像も含めた情報を分析・評価するという。
['1321M']	950124042-011	15	16	被災直後の緊張感が心身を支え	てき	た状態にも限界がある。
['0711Q']	950101073-044	13	15	家事労働の契約で香港に来	てみる	と、雇用主から工場などでの労働を求められる例が多いという。
['0711Q']	950101073-044	13	16	家事労働の契約で香港に来	てみると	、雇用主から工場などでの労働を求められる例が多いという。
['1212M']	950101136-026	77	79	グレートジャーニー計画は出発の三年前、夫婦でのボリビア旅行中に打ち明けられ、「二十二十代ならいざ知らず、四十四十代にもなってるのにばかげてるんじゃない」	と言っ	た。
['2051M']	950206068-010	7	9	それは結構な	ことだ	。
['2691T']	950104016-002	80	82	毎日新聞が「女性の労働と家族」のテーマで実施した全国世論調査によると、七七％が「男性も女性も社会に出て働くべきだ」と答え、八六％が「専業主婦として、家事をする	ことは	、外で働くことと同じくらい価値がある」と考えていることが分かった。
['0032T']	950104016-002	71	73	毎日新聞が「女性の労働と家族」のテーマで実施した全国世論調査によると、七七％が「男性も女性も社会に出て働くべきだ」と答え、八六％が「専業主婦	として	、家事をすることは、外で働くことと同じくらい価値がある」と考えていることが分かった。
['1211D']	950101118-005	43	45	保土ケ谷署は、犯行動機などについて長坂容疑者を追及しているが、生徒はＳＬファンだった	という	。
['2881W']	950103013-005	14	16	中選挙区がそのまま小選挙区	となっ	た旧北海道三区。
['0721Q']	950113053-007	28	29	三年間、同じスローガンを掲げて、抑え込みに成功してきた	ので	ある。
['0031N']	950104062-010	50	52	２０歳から５９歳までの妻の中で約３分の２が生活費の管理を担当しており、アメリカなどの先進国では、主	として	夫が家計の財布のヒモを握っていることとは著しい開きが存在している。
['0252T']	950103055-011	15	17	それを先輩たちがすべて帳消し	にして	いった。
['1221D']	950126048-018	15	16	また、朝鮮民主主義人民共和国	との	核問題の合意に触れ、テロ防止対策への各国の協調を求めた程度で、新しい外交提案は行われなかった。
['3031T']	950104062-006	33	34	この点は、９０年代初頭に国連が世界３０カ国を対象にして行った分析	でも	論証されている。
['0252T']	950104062-006	25	27	この点は、９０年代初頭に国連が世界３０カ国を対象	にして	行った分析でも論証されている。
['0032T']	950104063-004	33	35	「国際家族年」に当たる９４年は「女性の労働と家族」をテーマに、主	として	働く既婚女性が抱える問題点を探った。
['0871Q']	950104157-004	11	12	同組織は仏政府に対し	ても	「対仏対仏戦争」という表現で武装対決を公然と唱え始めており、西欧各国は対応に神経をとがらせている。
['1212M']	950108031-001	10	12	「戦後五十五十年」	という	節目を迎えた新年。
['1211D']	950127048-023	24	26	指名競争入札の割合は、すでに五割に近付いている	という	。
['1212M']	950207057-011	33	35	心理学では、災害などで傷ついた心理状態を心的外傷後ストレス症候群	という	。
['1212M']	950212037-011	19	21	北九州市八幡西区に「三井ハイテック」	という	ハイテク企業がある。
['0871Q']	950108031-016	57	58	衆院選挙区の区割り法が成立し、小選挙区比例代表並立制による新選挙制度が施行され、年明けからいつ解散、総選挙があっ	ても	よい水域に入った。
['0331P']	950103021-006	60	63	共同社説は「偉大な党の指導を高く奉じ、新年の進軍を力強く進めよう進めよう」と題するもので、アナウンサーが三十三十分余り	にわたっ	て読み上げた。
['0331P']	950103021-006	60	64	共同社説は「偉大な党の指導を高く奉じ、新年の進軍を力強く進めよう進めよう」と題するもので、アナウンサーが三十三十分余り	にわたって	読み上げた。
['0201P']	950111045-013	15	19	まず各学校は時間割を作成する	にあたって	、休みとなる土曜日の授業を他の曜日に上乗せしないように各教科の授業内容を一層、精選する必要がある。
['0201P']	950111045-013	15	18	まず各学校は時間割を作成する	にあたっ	て、休みとなる土曜日の授業を他の曜日に上乗せしないように各教科の授業内容を一層、精選する必要がある。
['1211D']	950103138-010	24	26	家西さんは「赤米赤米の米ぬかはもっと便秘に効く	という	人もおり、無料でお分けします」と話している。
['1211D']	950110041-014	42	44	「地方の時代」が叫ばれて久しいが、これまでの地方分権論議は掛け声倒れに終わってきた	といっ	ても過言ではない。
['0171P']	950104002-007	11	14	グロズヌイからの報道	によると	三日、大統領官邸の北西一・五キロの鉄道駅付近でロシア軍部隊とチェチェン側部隊が衝突したが、ロシア側は中心部への進撃を阻まれて苦戦。
['0721Q']	950123086-001	5	6	遅かった	ので	はないか。
['1212M']	950106041-010	59	61	廃棄された水銀の量はタバジョス、ネグロなどの支流を合わせて約二千二千カ所の採金場から千八百八百トンないし二千二千トン	といわ	れる。
['1881M']	950207056-006	70	71	今や選挙とねじれは対句になった感すらあるが、そこに透かし見える透かし見えるのは政界再編の地歩固めのため強引に地方政界を巻き込もう巻き込もう	とし	ている政党の思惑と、逆に「われ関せ関せず」で居心地のよい地方自治体与党にすがりついている地方議員のエゴだ。
['0031N']	950101162-012	18	20	中国からの流民も増え、一大観光都市	として	脚光を浴びていた。
['0032T']	950101008-004	8	10	今秋には議長国	として	アジア・太平洋経済協力会議に臨まなければならない。
['0091N']	950223050-024	16	19	航空行政をめぐる首相の職務権限	について	、大法廷は「運輸大臣の行政指導を介して、民間旅客機の機種選定にも及ぶ」と広範な解釈を示した。
['0171P']	950101118-002	8	11	これまでの調べ	によると	、生徒は横浜市保土ケ谷区内の建築業者の長男。
['1381M']	950202055-025	41	43	何故かといえば、地域独占で新規参入が制限されている私鉄の運賃は、コストを積み上げ	ていく	「総括原価方式」が採用されているからだ。
['0031P']	950104136-014	37	39	訪問販売法は一〇条一項で、事業所の「営業のため」の売買契約は法の適用除外	として	おり、これに目をつけた強引な営業とみられる。
['0031N']	950101078-027	40	42	カミソリとも呼ばれた切れ味、瞬時に手が見える感覚の鋭さは一世を風び、本因坊栄寿	として	高川に迫る七連覇を達成する。
['2701T']	950115037-016	28	31	中学、高校の運動部が勝利をめざして頑張るのは、ごく自然	のことだ	。
['2701T']	950115037-016	28	30	中学、高校の運動部が勝利をめざして頑張るのは、ごく自然	のこと	だ。
['2881W']	950101139-004	33	35	１４４年という伝統ある戦いに挑む海の男たちの胸の鼓動、史上初参加	となる	女性クルーの息吹、そしてたったひとつの栄誉「至高の銀杯」を得るためだけに総力を費やしてきた６カ国１１シンジケートの思惑……。
['0933W']	950104086-013	16	17	帝京は清水市商を破ることを目標	にし	てきた。
['1062W']	950104086-013	16	18	帝京は清水市商を破ることを目標	にして	きた。
['0031P']	950123087-012	25	27	しかし、いまや、最大加速度二〇〇ガルを設計の標準	として	きた耐震構造の「安全神話」が崩れた現実を直視する必要がある。
['2691T']	950112044-020	38	40	犬の可愛さに利殖が加われば、つい食指を動かしたとしても、それを一概に責める	ことは	できまい。
['1221D']	950104077-014	35	36	「一番苦しい所だと聞いたので、頑張れば相手もついてこれこれないはず」	との	読みが当たり、一気に突き放した。
['0511Q']	950104162-011	14	15	株式市場も乱高下を繰り返し	た末	、前日比三・二二％安で取引を終えた。
['2771T']	950103020-011	9	13	国内の改革派勢力	だけでなく	、イスラム諸国や西側諸国からも批判が強まるのは間違いない。
['0561Q']	950104232-003	11	14	核に関する歴史を学ぶ	とともに	、広島、長崎市を訪問。
['0811M']	950227033-009	20	22	「当面の措置」は、その反省からまとめた	もので	、いずれも、やって当たり前の措置ばかりである。
['3401M']	950227033-009	19	21	「当面の措置」は、その反省からまとめ	たもの	で、いずれも、やって当たり前の措置ばかりである。
['0121P']	950128045-014	16	19	裁判は「ともに知れない」の要件	をめぐっ	て争われた。
['0121P']	950128045-014	16	20	裁判は「ともに知れない」の要件	をめぐって	争われた。
['0933W']	950101075-032	36	37	その中で、名人位に六度挑戦していずれも敗れていた米長邦雄が七度目の挑戦	にし	て悲願の名人になった。
['1062W']	950101075-032	36	38	その中で、名人位に六度挑戦していずれも敗れていた米長邦雄が七度目の挑戦	にして	悲願の名人になった。
['0021P']	950112043-018	7	9	米議会の現況	からし	て、共和党議員全員が北朝鮮への重油供給に反対の決議案を支持するとは、考えにくいからだ。
['0981Q']	950126047-007	7	10	不安感の表れ	とはいえ	「震度６の余震がある」「新たな大地震が起きる」などの流言が、各地に広がっているのは困ったことだ。
['2861W']	950104120-010	57	58	同派は、成田空港の開港を控えた七八年三月に第四インターなどとともに管制塔を占拠して内部を破壊した事件、八六年三月	には	皇居内に初めて火炎物を撃ち込む事件を起こすなど、中核派や革労協狭間派と並び武闘三派と言われてきた。
['2861W']	950103029-009	61	62	それだけに、故金主席の追悼大会で、金永南外相が金書記の委任を受けて追悼の辞を読んだようなスタイルさえもとられなかったこと	には	、疑問も残る。
['1221D']	950104014-002	37	38	三日の台湾紙「中国時報」などによると、李登輝総統は二日、台湾マスコミ幹部	との	懇談で今年十一月に大阪で開かれるアジア・太平洋経済協力会議が中国の江沢民総書記と会談する最も適当な場だと表明。
['2161M']	950104184-006	85	88	作者は「現代性を映し出した物語を通して、風の中で起こる出会いの面白さ、運命の切なさを描いた。昨年のロンドン公演の主要メンバーとして活躍、一段と成長した彼女の姿と厚みを見	てほしい	」と語っている。
['1921M']	950101075-013	61	65	戦後になって木村名人の提案により、名人を除く全棋士に順位をつける順位戦の制度が発足、その一位が一年に一回、名人に挑戦する	ことになっ	た。
['0933W']	950104162-013	34	35	外国政府や銀行団による百八十八十億ドルの対メキシコ金融支援は、一夜	にし	て効果を失う形となった。
['1062W']	950104162-013	34	36	外国政府や銀行団による百八十八十億ドルの対メキシコ金融支援は、一夜	にして	効果を失う形となった。
['2881W']	950104162-013	43	45	外国政府や銀行団による百八十八十億ドルの対メキシコ金融支援は、一夜にして効果を失う形	となっ	た。
['1211D']	950208059-011	31	33	審査委員からは「日本でベクターの安全性を一から確認すべきだ」	という	声が上がった。
['2861W']	950101021-007	9	10	出生数急増の背景	には	九〇年ごろから始まったウエディング・ブームがある。
['0721Q']	950104186-034	32	33	ひそかにそのための、歌の練習や踊りのレッスンも受けているような	ので	ある。
['0721Q']	950211050-029	15	16	その中心に座るのは村山首相な	ので	ある。
['0721Q']	950101139-006	38	41	ドラマの舞台となる米国・サンディエゴの静かな海は今、どんな演出を考えている	のだろう	だろうか。
['2861W']	950221061-004	3	4	地震	には	強いとされた地下鉄に被害が出たし、超高層ビルの主柱主柱にも破断が起こった。
['1211D']	950101164-007	35	37	自治労本部によると高知市、大津市など全国約三割の市町村が撤廃している	という	。
['1221D']	950218042-016	30	31	貝原俊民・兵庫県知事も「被災者を激励する大会にしてほしい」	との	要望を表明した。
['0271D']	950105042-007	37	39	反対の理由は、日本が歴史の謝罪を明確にしないことへの、極めて倫理的な視点	からの	ものだった。
['2451M']	950228056-010	92	93	とはいえ、震災発生時に見せた村山首相の危機認識、ちぐはぐな言動、緩慢な対応ぶりは、率直に言って国政の最高責任者としての適格性、資質に疑問符をつけざるを得ないほどお粗末なものであった。	とは	いえ、震災発生時に見せた村山首相の危機認識、ちぐはぐな言動、緩慢な対応ぶりは、率直に言って国政の最高責任者としての適格性、資質に疑問符をつけざるを得ないほどお粗末なものであった。
['0811M']	950228056-010	85	87	とはいえ、震災発生時に見せた村山首相の危機認識、ちぐはぐな言動、緩慢な対応ぶりは、率直に言って国政の最高責任者としての適格性、資質に疑問符をつけざるを得ないほどお粗末な	もので	あった。
['2861W']	950101015-020	29	30	新民連幹部の一人一人は「地元の支持労組に相談したら、離党	には	難色を示された」と証言する。
['0721Q']	950228056-021	25	26	村山首相には、いたずらに政権延命に憂き身をやつす	ので	はなく、首相の座を投げうつ投げうつ覚悟で指導力を発揮するよう望んでおく。
['2051M']	950115037-006	31	33	一つは、クラブ活動が勝利至上主義になっていなかったか、という	ことだ	。
['2771T']	950101157-009	27	31	この巨大なダム建設が、森林破壊や村の水没など環境問題	だけでなく	、下流下流域での海水の浸入や洪水などの問題を引き起こす。
['0721Q']	950225046-008	18	21	なぜ早く業務停止命令を出せなかった	のだろう	だろうか。
['1381M']	950127047-009	58	60	コーディネーターの同協会事務局長、早瀬昇さんが次々に集まってくる被災者からの依頼事項をにらみ、即断で人員を張り付け	ていく	。
['1321M']	950127047-009	30	32	コーディネーターの同協会事務局長、早瀬昇さんが次々に集まっ	てくる	被災者からの依頼事項をにらみ、即断で人員を張り付けていく。
['0171P']	950103085-005	3	6	調査	によると	、二〇〇五年時点の各放送チャンネル数は、現在五チャンネルのＢＳが十七チャンネル程度に、ＣＳも現在の五チャンネルから四十四十四チャンネル程度に増え、本格的な多チャンネル時代が到来すると予測。
['0811M']	950201061-005	36	38	アウシュビッツで公開されているガス室は解放後に共産党政権がでっち上げた	もので	、ナチス指導者はユダヤ人絶滅を計画したことなどなかった、と指摘している。
['3401M']	950201061-005	35	37	アウシュビッツで公開されているガス室は解放後に共産党政権がでっち上げ	たもの	で、ナチス指導者はユダヤ人絶滅を計画したことなどなかった、と指摘している。
['2321M']	950104087-019	16	18	連覇は、チームの継承発展の結果	にすぎ	ない。
['2321M']	950104087-019	16	20	連覇は、チームの継承発展の結果	にすぎない	。
['0171P']	950103140-003	17	20	同日の全国紙「インクワイアラー」	によると	、例年この時期になると酔っぱらった軍人らが空に向けて銃を発砲することが多く、警察当局は昨年末、銃を発砲した者は逮捕、解任も辞さないと警告。
['0731Q']	950206067-010	10	12	Ｇ７は為替の安定の	ために	経済運営を相互監視する方式を導入したが、成功したとは言い難い。
['0981Q']	950206067-010	37	40	Ｇ７は為替の安定のために経済運営を相互監視する方式を導入したが、成功した	とは言い	難い。
['0281P']	950104129-001	54	57	大蔵、通産、郵政の各省と日本証券業協会は近く合同の研究委員会を発足させ、店頭外国株市場創設へ向け具体的検討	を始める	ことが三日、明らかになった。
['1061Q']	950116052-007	24	26	このため収益が出る事業部分を株式会社や有限会社	にして	本来の非営利部門が事務所などを借りる形式をとっている団体もあり、営利を目的とする会社名と非営利の組織名の看板が並ぶ矛盾が現実に起きている。
['2021M']	950101152-029	71	72	史上初の女性だけによる挑戦は話題を呼んでいるが、クルーの力より「科学」を優先させるコークがどんな秘策をもって新艇新艇を造り、そして大会に臨む	かも	注目される。
['1921M']	950217045-022	40	44	司法で裁けないが、道義の欠けた政治家が明らかになれば、選挙で有権者の審判を仰ぐ	ことになる	。
['0031N']	950211051-001	50	52	九日死去した米国のフルブライト元上院議員は、良質の国際主義を説き、軍事干渉主義に反対し続けた政治家	として	知られる。
['0171P']	950103025-004	9	12	ソマリアの国連筋	によると	、元大統領は心不全のため、亡命先のナイジェリアのラゴスで死去。
['2161M']	950115037-024	27	30	岩手県教組がかつて中学生、高校生に「二度と先生に言っ	てほしく	ない言葉」をアンケートしたら「お前はバカなんだ」「もう学校へ来るな」「お前なんかなんかなんか死んでしまえ」「顔など見たくもない」といった言葉が挙げられた。
['1212M']	950115037-024	95	97	岩手県教組がかつて中学生、高校生に「二度と先生に言ってほしくない言葉」をアンケートしたら「お前はバカなんだ」「もう学校へ来るな」「お前なんかなんかなんか死んでしまえ」「顔など見たくもない」	といっ	た言葉が挙げられた。
['1361M']	950111045-016	34	39	学習指導要領は子どもたちに、さまざまな体験を通して学習するよう求め	ているところ	だ。
['0031P']	950103120-004	30	32	同様の試みは東京の大学などで一部始まっているが、医学部全体	として	は例がないという。
['3121T']	950104012-049	24	25	選挙で勝ったなら、それは国民が選んだということ	なの	だから。
['2861W']	950104210-003	17	18	戸塚署で原因を調べているが、建物	には	居酒屋、スナックなどがあり、三日も一階の四店が営業していた。
['0801Q']	950104186-020	21	23	「藏」は現在六十六十五万部のベストセラー	だけに	、今年、舞台化のほか、十月公開予定で東映が宮沢りえをヒロインに降旗康男監督で映画化を進めている。
['1211D']	950117042-027	16	18	国民に、収入が増えた実感がない	といわ	れる。
['0771Q']	950221061-019	36	38	超高層ビルの被害が目立たなかったのは直下型地震で長周期の震動が弱かった	せいで	あり、安全性が確認されたわけでは決してない。
['1321M']	950223050-002	33	34	ロッキード事件は重く、暗いテーマを政界だけでなく国民にも突き付け	てき	た。
['0031P']	950228056-002	5	7	通過時期	として	は戦後の最速タイ記録であり、年度内成立も確定し、村山内閣は一見、安定的に政権を維持、運営しているやに見える。
['1381M']	950104186-010	93	95	「烈という女性は、目が不自由になるというハンディキャップを背負いながら、とても情熱的に生きていきます。苦境に立っても、壁にぶち当たっぶち当たっても、決して負けずに、むしろそれをバネにし	ていく	生き方に、心打た心打たれました。宮尾文学の世界に引き込まれるようにして読み切りました」
['1381M']	950104186-010	46	48	「烈という女性は、目が不自由になるというハンディキャップを背負いながら、とても情熱的に生き	ていき	ます。苦境に立っても、壁にぶち当たっぶち当たっても、決して負けずに、むしろそれをバネにしていく生き方に、心打た心打たれました。宮尾文学の世界に引き込まれるようにして読み切りました」
['1212M']	950104186-010	3	5	「烈	という	女性は、目が不自由になるというハンディキャップを背負いながら、とても情熱的に生きていきます。苦境に立っても、壁にぶち当たっぶち当たっても、決して負けずに、むしろそれをバネにしていく生き方に、心打た心打たれました。宮尾文学の世界に引き込まれるようにして読み切りました」
['0031P']	950203050-026	5	7	その前提	として	教師がまず本好き本好きになる必要がある。
