['0091D', '0092D']	950402033-012	9	13	判決は、抗告訴訟	についての	国側国側の主張を門前払いにしたうえで、二十二十一点についても「秘密として保護に値する内容ではない」と公開を求めた。	['対象', '割合']
['1351M', '1371M']	950104156-010	69	71	この傾向は今後も続きそうで「景気にやや薄日がさしてきたとはいえ、大手企業を中心として人員削減計画は今後二―三二―三二―三年の期間で策定し	ている	ケースが多く、採用計画の手控え傾向を合わせ、従業員減少は続きそうだ」という。	['継続']
['1351M', '1371M']	950101143-007	89	90	「セーラーの中のセーラー」「舵の後ろの悪魔」と相手に恐れられていたコナーの指揮官としての能力は素晴らしく、二十二十四回大会も「フリーダムフリーダム」艇でカップ獲得の原動力になっ	てい	た。	['継続']
['0331D']	950104173-003	50	53	昨年の毎日出版文化賞特別賞を受賞した『熊谷元一写真全集』全五巻は長野県の山村の人と生活を半世紀以上	にわたっ	てカメラに収めた貴重な記録である。	['範囲']
['2861W']	950109021-019	13	14	今度の合理化計画で数年後	には	一万人を相当に割り込むことは間違いない。	['話題']
['1211D']	950103001-004	26	28	料金規制当局と公益事業者が、一種の社会契約を結んだ	という	考えに立つもので、経営効率化促進のための社会契約インセンティブ規制とも言われる。	['同格']
['3121T']	950206067-013	3	4	心配	なの	は世界がグローバル化するのとは逆に、主要国の政治が不安定になり、金融面での協調態勢が脅かされることだ。	['並立']
['2661T']	950105045-010	35	37	越年で三週間を超えた作戦費用の合計は、一兆数千数千億ルーブルに達した	ことに	なる。	['強調']
['1411Q']	950209059-034	18	21	西宮市・甲子園浜の仮置き場で確認し	たところ	、入り口付近では約三百三百台のダンプ、トラックが数珠つなぎになっていた。	['継起']
['1921M']	950328045-027	39	43	比喩的に表現するなら、三塩化リンは「原爆におけるプルトニウムに当たる」という	ことになり	はしないか。	['自然発生']
['1212M']	950328045-027	36	40	比喩的に表現するなら、三塩化リンは「原爆におけるプルトニウムに当たる」	ということ	になりはしないか。	['伝聞']
['1212M', '2101M']	950328045-027	36	38	比喩的に表現するなら、三塩化リンは「原爆におけるプルトニウムに当たる」	という	ことになりはしないか。	['伝聞', '勧め']
['1412M']	950331047-006	35	38	国松孝次・警察庁長官は雨の三十三十日朝、出勤のため自宅マンションを出	たところ	で、背後から四発撃たれ、重傷を負った。	['事後']
['2861W']	950203050-017	13	14	全国コンクール入賞者の中	には	、高校三年のとき一冊の本に出合って公務員志望をやめて看護婦の道へ転身した女性がいる。	['話題']
['1211D', '1213D']	950104177-001	5	7	「文明」	という	言葉から人は何を連想するだろうだろうか。	['同格', '強調']
['1351M', '1371M']	950105035-006	37	39	「二〇一〇年までに光ファイバーネットを仕上げます。米国はソフトでは先行し	ている	が、ネットワークは弱い。日本はその逆」	['継続']
['0871Q']	950104075-014	23	24	曙も昨夏１２キロ減量したが、「ぶつかっていっ	ても	相手が動かない。力が出なくなるからやせたらダメ」と方針を変更。	['逆接仮定']
['1451M']	950305033-044	35	38	不信感や、妙な疑惑が生じては、せっかくのこれまでの議論が帳消しになっ	てしまう	。	['完了']
['0031D']	950101068-003	23	26	今井政之さんは、日展系陶芸作家特有の装飾美術	としての	陶芸を探究しつつ歩んできた。	['立場']
['3401M']	950104233-001	44	46	昨年一年間の交通事故死亡者は一万六百六百四十四十九人で前年より二百二百九十九十三人減っ	たもの	の、一九八八年以来依然として一万人台が続いていることが四日、警察庁のまとめで分かった。	['回想']
['0171P']	950105118-005	8	11	長野地方気象台	によると	、同カールのある長野県南部には先月三十三十一日から、北中部北中部には同十六日からなだれ注意報が発令されていたが、「野良黒山の会」のメンバーで、仕事の都合で一日早く下山し無事だった同県同県佐久市岩村田、会社員、星野倫紀さんは「注意報が出ているのは知らなかった。冬山は初めてだが、リーダーの木場さんがベテランなので心配はしていなかった。雪崩が起きるとは夢にも思わなかった」と話している。	['根拠']
['0141P', '0142P', '0143P', '0171P']	950105118-005	8	10	長野地方気象台	による	と、同カールのある長野県南部には先月三十三十一日から、北中部北中部には同十六日からなだれ注意報が発令されていたが、「野良黒山の会」のメンバーで、仕事の都合で一日早く下山し無事だった同県同県佐久市岩村田、会社員、星野倫紀さんは「注意報が出ているのは知らなかった。冬山は初めてだが、リーダーの木場さんがベテランなので心配はしていなかった。雪崩が起きるとは夢にも思わなかった」と話している。	['仲介', '根拠', '場合']
['0011P']	950131056-007	43	45	付言すれば三十三十日の衆院予算委員会では同じ新進党の二見伸明氏が「責任はしかるべき時	にとる	のか」と暗に引責辞任を求めたのに対し首相は「いろんな批判は知っているが、今は復旧、復興対策に全力を挙げる」と答えた。	['立場']
['0081D', '0082D']	950402032-016	37	40	その主張は「核保有国による核軍縮努力が不足している」「核保有国は非保有国	に対する	核の不使用や安全保障を誓約すべきだ」「新型核兵器の開発と核実験の全面禁止を早期に実現すべきだ」などに要約できる。	['対象', '割合']
['0141D', '0142D', '0143D']	950402032-016	11	13	その主張は「核保有国	による	核軍縮努力が不足している」「核保有国は非保有国に対する核の不使用や安全保障を誓約すべきだ」「新型核兵器の開発と核実験の全面禁止を早期に実現すべきだ」などに要約できる。	['仲介', '根拠', '場合']
['0121D']	950218042-008	7	10	センバツ開催	をめぐっ	ては、各方面に賛否両論があった。	['対象']
['2691T']	950204061-009	38	40	便乗は厳しくチェックしなければならないが、建設国債にこだわり、対象を狭める	ことは	本末転倒である。	['強調']
['0151N']	950205035-026	6	9	きちんと筋	を通して	もらいたい。	['仲介']
['1351M', '1371M']	950103026-004	54	56	ゲリラは国境を越えてアフガニスタン側に逃げ込み、アフガン・イスラム教徒の援助を受けて攻め込む戦術を繰り返し	ている	。	['継続']
['0031N']	950104202-008	41	43	中里信男市長は職員を前に「新年を祝う気分ではない。通常の生活を取り戻すよう、行政	として	最大の努力をしたい」と訓示した。	['立場']
['2861W']	950103038-002	5	6	・車イス	には	最高速度が決められていた。	['話題']
['2861W']	950104202-002	23	24	例年通り各地で仕事始めの催しが行われたが、中	には	仕事始めを五日以降にずらす企業もあり、いつものような通勤ラッシュは見られなかった。	['話題']
['0031P']	950101073-028	46	48	また、香港政庁は昨年末から学校などを日曜日に開放、フィリピン人女性を対象にした活動センター	として	提供し始めた。	['立場']
['2451M']	950206067-013	18	19	心配なのは世界がグローバル化するの	とは	逆に、主要国の政治が不安定になり、金融面での協調態勢が脅かされることだ。	['感嘆']
['0032T']	950309050-022	52	54	国際通貨基金、世銀による産業の構造調整融資は、緊縮政策による財政再建や民営化による市場競争の促進を条件	として	いる。	['強調']
['1351M', '1371M']	950313024-012	37	39	しかし、不況を脱出した業界ではたちまち時短に逆行し、労働時間が再び増加し	ている	ような不安定な労働事情を考えると、これらの期待は心もとなくなる。	['継続']
['2861W']	950126048-007	42	43	この中間選挙での敗北を、何とかばん回しようしようとの意気込みが、今年の一般教書演説	には	みなぎっていた。	['話題']
['0271D']	950103004-002	14	16	空には破壊された石油精製所	からの	黒煙が漂う＝ロイター	['起点']
['0141P', '0142P', '0143P', '0171P']	950125053-014	5	7	近隣住民	によっ	て助け出されたお年寄りも少なくないが、亡くなられた高齢者の多さを考えれば、災害弱者に対する対策が急務であることを阪神大震災は改めて教えた。	['仲介', '根拠', '場合']
['0141P', '0142P', '0143P']	950125053-014	5	8	近隣住民	によって	助け出されたお年寄りも少なくないが、亡くなられた高齢者の多さを考えれば、災害弱者に対する対策が急務であることを阪神大震災は改めて教えた。	['仲介', '根拠', '場合']
['0081P', '0082P']	950125053-014	49	52	近隣住民によって助け出されたお年寄りも少なくないが、亡くなられた高齢者の多さを考えれば、災害弱者	に対する	対策が急務であることを阪神大震災は改めて教えた。	['対象', '割合']
['0091N']	950106077-005	7	10	景気の見通し	について	豊田会長は「円高円高と設備投資という構造的な問題を抱えているため実感できない」とし、稲葉会頭も「実感できるまで、まだ一年はかかる」との見通しを示した。	['対象']
['0862M']	950223050-003	31	32	それゆえに「迅速な審理」が求められながら、司法が決着を付ける	のに	足掛け二十二十年を要した。	['想外']
['1221D']	950211050-007	3	4	現地	との	連携の不備が分かると「現地対策本部」。	['同格']
['1071Q']	950106154-006	17	19	光ファイバー網はＮＴＴが敷設した	ものを	利用する。	['想外']
['0032T']	950202055-005	23	25	かねての予定とはいえ、震災の二日後、世情騒然	として	いる中での値上げ申請というのも、いささか無神経ではないのか。	['強調']
['2861W']	950105063-004	7	8	２１世紀初め	には	実用化する予定。	['話題']
['2801T']	950112044-021	17	19	だが、安易な利殖話はこれまで幾度	となく	暗い事件を起こしている。	['不明確']
['0031N']	950314050-012	19	21	「不戦決議」こそ、日本がアジアの一員	として	今後も国際平和のために努力することを表明し、アジア各国との真の和解を手に入れることにつながる道だと考える。	['立場']
['1351M', '1371M']	950108031-030	47	49	バブル崩壊の後遺症は経済の各部面各部面に依然として大きなツメ跡ツメ跡を残し、国民生活を圧迫し	ている	。	['継続']
['1381M']	950214058-012	33	35	ではモラルハザードを阻止するような方向に、どういうステップで進め	ていく	のか。	['発継続']
['0031P']	950326030-015	61	63	海部内閣以降、選挙の区制改革論議が高まったのは、「違憲判決」が効いたこともあったが、決定的なパンチはリクルート事件を契機	として	政治腐敗が国民的指弾を浴びる中で沸き上がった政治改革の柱に位置づけられたことだった。	['立場']
['1212M']	950107042-028	34	36	「二、三百二、三百二、三百二、三百件の手持ちは決して過重ではない」	という	謙抑的な発言も聞かれる。	['伝聞']
['2551M']	950225046-012	27	33	そして、そのつけがやがて国民に回されるのでは、たまっ	たものではない	。	['否定']
['0811M']	950225046-012	28	30	そして、そのつけがやがて国民に回されるのでは、たまった	もので	はない。	['理由']
['3401M']	950225046-012	27	29	そして、そのつけがやがて国民に回されるのでは、たまっ	たもの	ではない。	['回想']
['1212M']	950101034-006	23	25	さらにイズベスチヤ紙も「民営化の足下に爆弾」	という	見出しで「ポレワノフ副首相の基本姿勢は非民営化にある」と伝えた。	['伝聞']
['0081N']	950106155-003	3	6	同案	に対して	は関西空港会社の服部経治社長も強い支持を打ち出しており、この夏に骨格が固まる第七次空港整備五カ年計画に向けて細部の詰めが行われることになりそうだ。	['対象']
['1351M', '1371M']	950128045-026	56	58	国際人権規約は「すべての児童は国籍を取得する権利を有する」と宣言し、子供の権利条約も各国に無国籍防止を義務付け	ている	。	['継続']
['1212M']	950104011-010	46	48	羽田氏は「人脈を考えると他にやれる人はいない」と周辺に漏らし、外相相当ポストを希望していた	といわ	れるが、結局、政治改革推進本部長に。	['伝聞']
['1351M', '1371M']	950104011-010	43	44	羽田氏は「人脈を考えると他にやれる人はいない」と周辺に漏らし、外相相当ポストを希望し	てい	たといわれるが、結局、政治改革推進本部長に。	['継続']
['1212M']	950223050-050	21	23	大半は一般事件の処理や公判に追われる日々	という	。	['伝聞']
['2901W', '2902W']	950312036-022	58	60	同報告は十三日、海外諸国の大使館関係者に説明、要望を聞いたうえで可能なものを積み上げ、月末に「規制緩和五カ年計画」	として	閣議決定する予定という。	['は観点', '不均衡']
['0721Q']	950131056-004	54	55	ところが、野末氏によると首相は売り言葉売り言葉に買い言葉買い言葉で「どんどんやってもらって結構だ」と答えた	のだ	という。	['理由']
['0091P', '0092P']	950105064-001	44	47	日本郵船は４日、中国・上海に設立する同社１００％出資による現地法人「日本郵船有限公司」	について	、中国対外貿易経済合作部から認可を取得したと発表した。	['対象', '割合']
['0141P', '0142P', '0143P', '0171P']	950105064-001	27	29	日本郵船は４日、中国・上海に設立する同社１００％出資	による	現地法人「日本郵船有限公司」について、中国対外貿易経済合作部から認可を取得したと発表した。	['仲介', '根拠', '場合']
['0331P']	950101073-054	28	30	雇用主が移住するため解雇されたり、雇用主と一緒にカナダ	に渡っ	たケースも出ている。	['範囲']
['0121P']	950228056-012	12	15	特殊法人の整理・統廃合	をめぐり	さきがけの武村正義蔵相と自民党が、中央省庁の代理人よろしく“省益”擁護のエゴむき出しで真っ向から対立する狭間で、村山首相は手をこまぬき傍観するだけで、結論を先送りした。	['対象']
['2451W', '2452W']	950323023-012	32	33	これは国政レベルの政治勢力ごとに地方議会が系列化されていた時代	とは	異なり、今や政党そのものが離合集散を繰り返すうちに流動化してしまったため、地方レベルまで系列化が進まず、また国政での政策的な対立軸と地方でのそれが単純には平行移動できないことも一因だろうだろう。	['感嘆', '定義']
['1351M', '1371M']	950116052-013	24	25	こうした動きに対して政府の反応はまだ表立って出	てい	ない。	['継続']
['0611Q', '0612Q']	950104216-003	45	46	日本が子どもの権利条約を批准して以後、深刻化する一方のいじめは子どもの人権にかかわる問題	とし	て急浮上、国際的な論議も呼びそうだ。	['順接仮定', '順接確定']
['0151P']	950111045-016	22	25	学習指導要領は子どもたちに、さまざまな体験	を通して	学習するよう求めているところだ。	['仲介']
['0151P']	950111045-016	22	24	学習指導要領は子どもたちに、さまざまな体験	を通し	て学習するよう求めているところだ。	['仲介']
['1212M']	950316040-008	32	34	もともと特殊法人の統廃合だけで、多くの財源を生み出すのは無理だ	という	ことは、最初から分かっている。	['伝聞']
['1212M']	950316040-008	32	36	もともと特殊法人の統廃合だけで、多くの財源を生み出すのは無理だ	ということ	は、最初から分かっている。	['伝聞']
['1351M', '1371M']	950316040-008	46	48	もともと特殊法人の統廃合だけで、多くの財源を生み出すのは無理だということは、最初から分かっ	ている	。	['継続']
['0161N', '0162N']	950126047-027	29	32	神戸市東灘区の避難所などでは、住民をグループ分けし、班長	を通じて	、告知事項の徹底を図っている。	['仲介', '範囲']
['2901W', '2902W']	950129035-017	28	30	その後のシティバンクは曲折はあったが、収益力を誇る銀行	として	よみがえり、リード会長の経営手腕の評価はきわめて高い。	['は観点', '不均衡']
['1351M', '1371M']	950105206-017	29	30	この間までは受験で悩んでいた満男が、もう転職で悩んだりし	てい	ます。	['継続']
['1351M', '1371M']	950105206-017	29	32	この間までは受験で悩んでいた満男が、もう転職で悩んだりし	ています	。	['継続']
['0933W']	950101073-028	37	38	また、香港政庁は昨年末から学校などを日曜日に開放、フィリピン人女性を対象	にし	た活動センターとして提供し始めた。	['も観点']
['2901W', '2902W']	950101073-028	46	48	また、香港政庁は昨年末から学校などを日曜日に開放、フィリピン人女性を対象にした活動センター	として	提供し始めた。	['は観点', '不均衡']
['0031N']	950101143-014	29	31	二十二十六回大会は「スターズ＆ストライプス」のスキッパー	として	出場。	['立場']
['0541Q']	950130052-031	14	17	その点、精神的な症状の増加	に応じて	、いくつかの保健所がカウンセリングコーナーを開設したのは評価できる。	['相関']
['0541Q']	950130052-031	14	16	その点、精神的な症状の増加	に応じ	て、いくつかの保健所がカウンセリングコーナーを開設したのは評価できる。	['相関']
['2881W']	950104128-003	6	9	また、焦点	となって	いる社会党の山花貞夫・新民主連合会長との会談について「話があればいつでも会う」と前向きな姿勢を示した。	['状況']
['2881W']	950104128-003	6	8	また、焦点	となっ	ている社会党の山花貞夫・新民主連合会長との会談について「話があればいつでも会う」と前向きな姿勢を示した。	['状況']
['0933W']	950106034-006	7	9	「部長を目標	にする	新入社員が多いが、今後は百人に九十九十人は部課長部課長になれない時代」と警告する。	['も観点']
['0281P']	950122051-008	3	8	銀行	をはじめとし	た金融機関は預金通帳やカードを持たずに避難した人々に、当座の必要資金を貸し出しているが、日銀と連携し十分な資金を供給する必要がある。	['起点']
['0281P']	950122051-008	3	6	銀行	をはじめ	とした金融機関は預金通帳やカードを持たずに避難した人々に、当座の必要資金を貸し出しているが、日銀と連携し十分な資金を供給する必要がある。	['起点']
['2881W']	950101078-021	19	22	その後、橋本が奪回するが、橋本が総帥	となって	関西棋院が独立したことから、本因坊戦は東西対決の様相を帯びてくる。	['状況']
['2881W']	950101078-021	19	21	その後、橋本が奪回するが、橋本が総帥	となっ	て関西棋院が独立したことから、本因坊戦は東西対決の様相を帯びてくる。	['状況']
['1212M']	950305033-014	50	52	第一期で立法、司法、行政の中央機関を移す、第二期で付属、関連部門を移し、移転費用は一兆三千三千億円	という	当時としては壮大なスケールの計画だった。	['伝聞']
['2451W']	950104156-010	28	29	この傾向は今後も続きそうで「景気にやや薄日がさしてきた	とは	いえ、大手企業を中心として人員削減計画は今後二―三二―三二―三年の期間で策定しているケースが多く、採用計画の手控え傾向を合わせ、従業員減少は続きそうだ」という。	['感嘆']
['2901W', '2902W']	950104156-010	40	42	この傾向は今後も続きそうで「景気にやや薄日がさしてきたとはいえ、大手企業を中心	として	人員削減計画は今後二―三二―三二―三年の期間で策定しているケースが多く、採用計画の手控え傾向を合わせ、従業員減少は続きそうだ」という。	['は観点', '不均衡']
['2901W', '2902W']	950103090-004	6	8	要注意人物	として	常に二人二人の刑務所員刑務所員が付き添っていたが、年末年始の休暇で監視が手薄になった時に自殺したとみられる。	['は観点', '不均衡']
['1221D']	950106138-003	100	101	また、道知事選について、「伊東君は二、三二、三二、三日のうちに要請を受ける。その際には社会党の国会議員三人が脱党し、応援することになる」と、伊東氏が自民推薦で出馬し、社会党内部にも同調する動きが出る	との	見通しを示した。	['同格']
['1351M', '1371M']	950310052-022	8	10	一次配分でもめ	ている	分は一時棚上げしてでも、速やかに二次配分の作業に着手すべきだ。	['継続']
['1211D', '1213D']	950314049-022	73	75	ある大蔵省ＯＢは「昔ほど貧乏しているわけではないのだから、自分のカネで酒ぐらい飲めばいいじゃないか。それよりもやることがほかにいっぱいあるはず」	という	。	['同格', '強調']
['0091N']	950105164-001	51	54	五十嵐広三官房長官は五日、地元・旭川市で記者団と懇談し、社会党の山花貞夫前委員長を中心とした新党構想	について	「離党した場合、除名処分になるだろうだろう」と述べた。	['対象']
['0721Q']	950103056-005	63	64	前回、区間タイ記録をマークしたマヤカに強烈な対抗意識を燃やし、大会前から「１時間６分台を狙う。マヤカ君にはロードで２戦２敗な	ので	絶対勝ちたい」と話していた。	['理由']
['0101N']	950221061-009	14	17	建設省は高速道路の被害状況	に関して	周辺で記録した加速度から「阪神大震災の揺れは関東大震災の二倍」と発表した。	['対象']
['1212M']	950101071-019	75	78	かつての中国系移民は、トロント市内のチャイナタウンチャイナタウンなどに根を下ろし、やがて成功すれば郊外の各地に移住していったが、中国人コミュニティー	と言える	地域は、チャイナタウンチャイナタウンに限られていた。	['伝聞']
['1381M']	950101071-019	59	61	かつての中国系移民は、トロント市内のチャイナタウンチャイナタウンなどに根を下ろし、やがて成功すれば郊外の各地に移住し	ていっ	たが、中国人コミュニティーと言える地域は、チャイナタウンチャイナタウンに限られていた。	['発継続']
['1321M']	950305033-007	32	33	確かに遷都論は、寄せては返す波のように、むなしい繰り返しを続け	てき	た、と見られても仕方がない面もあった。	['着継続']
['0931Q', '0932Q']	950108031-002	52	53	ことしこそポスト冷戦、バブル崩壊を踏まえ、二十二十一世紀を見据えた新しい日本の在り方に展望を切り開く年	にし	たいものだが、肝心の政界の方は依然として行き着くあてのない漂流を続けている。	['逆接仮定', '逆接確定']
['2861W']	950101115-003	7	8	ところが、中	には	使い古しの大学ノートなどがぎっしり。	['話題']
['2861W']	950112044-023	22	23	悪質な業者の横行を許さないためにも、利殖話	には	慎重な姿勢が求められようられよう。	['話題']
['3031T']	950104065-018	58	59	それに比べフェミ男フェミ男現象は昨年のＧＷから夏にかけピークとなり、登校時は制服を着る普通の子が続け、東京東京以外	でも	フェミ男フェミ男ファッションはよく売れているという。	['極端例']
['0091P', '0092P']	950106155-004	20	23	この日の会見で、川上会長は上下分離方式	について	「一昨年から構想はあった。有力な案と思っている」と同案を軸に地元案を調整する考えを示唆。	['対象', '割合']
['1321M']	950105035-007	18	19	この十年、デジタル化を計画的に進め	てき	た自負がのぞく。	['着継続']
['0721Q']	950316040-029	25	26	開銀などは族議員の応援団が多く輸銀はそれが少ない	ので	スケープゴートにされた、という解説が聞こえてくる。	['理由']
['0931Q', '0932Q']	950316040-029	34	35	開銀などは族議員の応援団が多く輸銀はそれが少ないのでスケープゴート	にさ	れた、という解説が聞こえてくる。	['逆接仮定', '逆接確定']
['1411Q']	950106082-009	29	32	当時、四十四十四歳の満さんは小学校教諭として脂が乗ってき	たところ	だ。	['継起']
['0901Q', '0902Q']	950106082-009	29	33	当時、四十四十四歳の満さんは小学校教諭として脂が乗ってき	たところだ	。	['逆接仮定', '逆接確定']
['2881W']	950211050-019	44	47	災害に強い街づくり街づくりには、広い公共空間の確保が不可欠だが、これには私権制限が必要	となって	くる。	['状況']
['2861W']	950211050-019	14	15	災害に強い街づくり街づくり	には	、広い公共空間の確保が不可欠だが、これには私権制限が必要となってくる。	['話題']
['2881W']	950211050-019	44	46	災害に強い街づくり街づくりには、広い公共空間の確保が不可欠だが、これには私権制限が必要	となっ	てくる。	['状況']
['1871M']	950220031-035	22	26	できれば、客が大きな袋を持って買い物に行く	ようにすれ	ばいい。	['意志']
['0031P']	950105207-020	16	18	チャゲは、昨年末に、ソロの拠点	として	いるマルチ・マックスのアルバムを発売、飛鳥も、新年にソロ・シングル、二月末にはアルバムを予定している。	['立場']
['2891W']	950204062-011	12	15	全部が完成するのは四月	になると	いう。	['状況']
['0271D']	950111045-003	95	97	月二回土曜休みを実験的に行ってきた六百六百四十四十二の小中高校の様子を調べた文部省の協力者会議は「いまの学習指導要領を変えなくても月二回実施は可能」との結論を出し、それを受けて文部省が今春	からの	実施を決めたわけだ。	['起点']
['0141D', '0142D', '0143D']	950105214-002	3	5	東電	による	と、発電所付近の送電線に落雷、送電不能が原因。	['仲介', '根拠', '場合']
['1221D']	950112043-028	18	19	しかし、百年先を見通した日本と隣国	との	望ましい関係を考え、対応すべきである。	['同格']
['2051M']	950328045-032	8	10	もちろん結構な	ことだ	が、これだけでは違法性承知の確信犯にとってはほとんど意味を持たないであろうあろう。	['推量']
['2371M']	950106001-008	17	22	しかし、旧民社党が新進党に参加し	たこともあり	、久保氏はさきがけとの連携に意欲を持っている。	['経験']
['1351M', '1371M']	950106001-008	42	44	しかし、旧民社党が新進党に参加したこともあり、久保氏はさきがけとの連携に意欲を持っ	ている	。	['継続']
['1351M', '1371M']	950103022-007	36	38	ボスニア政府のイゼトベゴビッチ幹部会議長は「戦闘再開の権利は依然、残っ	ている	」と主張した。	['継続']
